+-----------------------------+--------------------------------------------------------------+---------+----------+----------+-----------------------------------------------+-------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                          |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                  |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                |
| *** ALSO ***                                                                                                                                                                                                                             |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                 |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                |
+-----------------------------+--------------------------------------------------------------+---------+----------+----------+-----------------------------------------------+-------------------------------------------------------------+
| Mod name                    | Registry name                                                | Item ID | Meta/dmg | Subtypes | Display name                                  | Ore Dict keys                                               |
| Botania                     | botania:lens                                                 |    4246 |        9 |     true | Mana Lens: Phantom                            |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       10 |     true | Mana Lens: Magnetizing                        |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       11 |     true | Mana Lens: Entropic                           |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       12 |     true | Mana Lens: Influence                          |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       13 |     true | Mana Lens: Weight                             |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       14 |     true | Mana Lens: Paintslinger                       |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       15 |     true | Mana Lens: Kindle                             |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       16 |     true | Mana Lens: Force                              |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       17 |     true | Mana Lens: Flash                              |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       18 |     true | Mana Lens: Warp                               |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       19 |     true | Mana Lens: Redirective                        |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       20 |     true | Mana Lens: Celebratory                        |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       21 |     true | Mana Lens: Flare                              |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       22 |     true | Mana Lens: Messenger                          |                                                             |
| Botania                     | botania:lens                                                 |    4246 |       23 |     true | Mana Lens: Tripwire                           |                                                             |
| Botania                     | botania:lexicon                                              |    4240 |        0 |    false | Lexica Botania                                | lexicaBotania                                               |
| Botania                     | botania:lightlauncher                                        |    4562 |        0 |    false | Luminizer Launcher                            |                                                             |
| Botania                     | botania:lightrelay                                           |    4561 |        0 |     true | Luminizer                                     |                                                             |
| Botania                     | botania:lightrelay                                           |    4561 |        1 |     true | Detector Luminizer                            |                                                             |
| Botania                     | botania:lightrelay                                           |    4561 |        2 |     true | Fork Luminizer                                |                                                             |
| Botania                     | botania:lightrelay                                           |    4561 |        3 |     true | Toggle Luminizer                              |                                                             |
| Botania                     | botania:livingrock                                           |    4500 |        0 |     true | Livingrock                                    | livingrock                                                  |
| Botania                     | botania:livingrock                                           |    4500 |        1 |     true | Livingrock Brick                              |                                                             |
| Botania                     | botania:livingrock                                           |    4500 |        2 |     true | Mossy Livingrock Brick                        |                                                             |
| Botania                     | botania:livingrock                                           |    4500 |        3 |     true | Cracked Livingrock Brick                      |                                                             |
| Botania                     | botania:livingrock                                           |    4500 |        4 |     true | Chiseled Livingrock Brick                     |                                                             |
| Botania                     | botania:livingrock0slab                                      |    4397 |        0 |     true | Livingrock Slab                               |                                                             |
| Botania                     | botania:livingrock0stairs                                    |    4396 |        0 |    false | Livingrock Stairs                             |                                                             |
| Botania                     | botania:livingrock0wall                                      |    4398 |        0 |    false | Livingrock Wall                               |                                                             |
| Botania                     | botania:livingrock1slab                                      |    4400 |        0 |     true | Livingrock Brick Slab                         |                                                             |
| Botania                     | botania:livingrock1stairs                                    |    4399 |        0 |    false | Livingrock Brick Stairs                       |                                                             |
| Botania                     | botania:livingwood                                           |    4501 |        0 |     true | Livingwood                                    | livingwood                                                  |
| Botania                     | botania:livingwood                                           |    4501 |        1 |     true | Livingwood Planks                             |                                                             |
| Botania                     | botania:livingwood                                           |    4501 |        2 |     true | Mossy Livingwood Planks                       |                                                             |
| Botania                     | botania:livingwood                                           |    4501 |        3 |     true | Framed Livingwood                             |                                                             |
| Botania                     | botania:livingwood                                           |    4501 |        4 |     true | Pattern Framed Livingwood                     |                                                             |
| Botania                     | botania:livingwood                                           |    4501 |        5 |     true | Glimmering Livingwood                         |                                                             |
| Botania                     | botania:livingwood0slab                                      |    4392 |        0 |     true | Livingwood Slab                               |                                                             |
| Botania                     | botania:livingwood0stairs                                    |    4391 |        0 |    false | Livingwood Stairs                             |                                                             |
| Botania                     | botania:livingwood0wall                                      |    4393 |        0 |    false | Livingwood Wall                               |                                                             |
| Botania                     | botania:livingwood1slab                                      |    4395 |        0 |     true | Livingwood Plank Slab                         |                                                             |
| Botania                     | botania:livingwood1stairs                                    |    4394 |        0 |    false | Livingwood Plank Stairs                       |                                                             |
| Botania                     | botania:livingwoodbow                                        |    4345 |        0 |    false | Livingwood Bow                                |                                                             |
| Botania                     | botania:lokiring                                             |    4358 |        0 |    false | Ring of Loki                                  |                                                             |
| Botania                     | botania:magnetring                                           |    4282 |        0 |    false | Ring of Magnetization                         |                                                             |
| Botania                     | botania:magnetringgreater                                    |    4373 |        0 |    false | Greater Ring of Magnetization                 |                                                             |
| Botania                     | botania:manabomb                                             |    4563 |        0 |    false | Manastorm Charge                              |                                                             |
| Botania                     | botania:manabottle                                           |    4310 |        0 |    false | Mana in a Bottle                              |                                                             |
| Botania                     | botania:manacookie                                           |    4250 |        0 |    false | Biscuit of Totality                           |                                                             |
| Botania                     | botania:manadetector                                         |    4510 |        0 |    false | Mana Detector                                 |                                                             |
| Botania                     | botania:managlass                                            |    4534 |        0 |    false | Managlass                                     |                                                             |
| Botania                     | botania:managlasspane                                        |    4495 |        0 |    false | Managlass Pane                                |                                                             |
| Botania                     | botania:managun                                              |    4249 |        0 |    false | Mana Blaster                                  |                                                             |
| Botania                     | botania:manainkwell                                          |    4323 |        0 |    false | Botanurgist's Inkwell                         |                                                             |
| Botania                     | botania:manamirror                                           |    4256 |        0 |    false | Mana Mirror                                   |                                                             |
| Botania                     | botania:manaresource                                         |    4245 |        0 |     true | Manasteel Ingot                               | ingotManasteel                                              |
| Botania                     | botania:manaresource                                         |    4245 |        1 |     true | Mana Pearl                                    | manaPearl                                                   |
| Botania                     | botania:manaresource                                         |    4245 |        2 |     true | Mana Diamond                                  | manaDiamond                                                 |
| Botania                     | botania:manaresource                                         |    4245 |        3 |     true | Livingwood Twig                               | livingwoodTwig                                              |
| Botania                     | botania:manaresource                                         |    4245 |        4 |     true | Terrasteel Ingot                              | ingotTerrasteel                                             |
| Botania                     | botania:manaresource                                         |    4245 |        5 |     true | Gaia Spirit                                   | eternalLifeEssence                                          |
| Botania                     | botania:manaresource                                         |    4245 |        6 |     true | Redstone Root                                 | redstoneRoot                                                |
| Botania                     | botania:manaresource                                         |    4245 |        7 |     true | Elementium Ingot                              | ingotElvenElementium                                        |
| Botania                     | botania:manaresource                                         |    4245 |        8 |     true | Pixie Dust                                    | elvenPixieDust                                              |
| Botania                     | botania:manaresource                                         |    4245 |        9 |     true | Dragonstone                                   | elvenDragonstone                                            |
| Botania                     | botania:manaresource                                         |    4245 |       11 |     true | Crafting Placeholder                          | bPlaceholder                                                |
| Botania                     | botania:manaresource                                         |    4245 |       12 |     true | Red String                                    | bRedString                                                  |
| Botania                     | botania:manaresource                                         |    4245 |       13 |     true | Dreamwood Twig                                | dreamwoodTwig                                               |
| Botania                     | botania:manaresource                                         |    4245 |       14 |     true | Gaia Spirit Ingot                             | gaiaIngot                                                   |
| Botania                     | botania:manaresource                                         |    4245 |       15 |     true | Ender Air Bottle                              | bEnderAirBottle                                             |
| Botania                     | botania:manaresource                                         |    4245 |       16 |     true | Mana Infused String                           | manaString                                                  |
| Botania                     | botania:manaresource                                         |    4245 |       17 |     true | Manasteel Nugget                              | nuggetManasteel                                             |
| Botania                     | botania:manaresource                                         |    4245 |       18 |     true | Terrasteel Nugget                             | nuggetTerrasteel                                            |
| Botania                     | botania:manaresource                                         |    4245 |       19 |     true | Elementium Nugget                             | nuggetElvenElementium                                       |
| Botania                     | botania:manaresource                                         |    4245 |       22 |     true | Manaweave Cloth                               | clothManaweave                                              |
| Botania                     | botania:manaresource                                         |    4245 |       23 |     true | Mana Powder                                   | powderMana                                                  |
| Botania                     | botania:manaring                                             |    4274 |        0 |    false | Band of Mana                                  |                                                             |
| Botania                     | botania:manaringgreater                                      |    4276 |        0 |    false | Greater Band of Mana                          |                                                             |
| Botania                     | botania:manasteelaxe                                         |    4264 |        0 |    false | Manasteel Axe                                 |                                                             |
| Botania                     | botania:manasteelboots                                       |    4261 |        0 |    false | Manasteel Boots                               |                                                             |
| Botania                     | botania:manasteelchest                                       |    4259 |        0 |    false | Manasteel Chestplate                          |                                                             |
| Botania                     | botania:manasteelhelm                                        |    4257 |        0 |    false | Manasteel Helmet                              |                                                             |
| Botania                     | botania:manasteelhelmreveal                                  |    4258 |        0 |    false | Manasteel Helmet of Revealing                 |                                                             |
| Botania                     | botania:manasteellegs                                        |    4260 |        0 |    false | Manasteel Leggings                            |                                                             |
| Botania                     | botania:manasteelpick                                        |    4262 |        0 |    false | Manasteel Pickaxe                             |                                                             |
| Botania                     | botania:manasteelshears                                      |    4266 |        0 |    false | Manasteel Shears                              |                                                             |
| Botania                     | botania:manasteelshovel                                      |    4263 |        0 |    false | Manasteel Shovel                              |                                                             |
| Botania                     | botania:manasteelsword                                       |    4265 |        0 |    false | Manasteel Sword                               |                                                             |
| Botania                     | botania:manatablet                                           |    4248 |        0 |    false | Mana Tablet                                   |                                                             |
| Botania                     | botania:manavoid                                             |    4509 |        0 |    false | Mana Void                                     |                                                             |
| Botania                     | botania:manaweaveboots                                       |    4378 |        0 |    false | Manaweave Boots                               |                                                             |
| Botania                     | botania:manaweavechest                                       |    4376 |        0 |    false | Manaweave Robe Top                            |                                                             |
| Botania                     | botania:manaweavehelm                                        |    4375 |        0 |    false | Manaweave Cowl                                |                                                             |
| Botania                     | botania:manaweavelegs                                        |    4377 |        0 |    false | Manaweave Robe Bottom                         |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |        0 |     true | Floating White Flower                         |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |        1 |     true | Floating Orange Flower                        |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |        2 |     true | Floating Magenta Flower                       |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |        3 |     true | Floating Light Blue Flower                    |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |        4 |     true | Floating Yellow Flower                        |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |        5 |     true | Floating Lime Flower                          |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |        6 |     true | Floating Pink Flower                          |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |        7 |     true | Floating Gray Flower                          |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |        8 |     true | Floating Light Gray Flower                    |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |        9 |     true | Floating Cyan Flower                          |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |       10 |     true | Floating Purple Flower                        |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |       11 |     true | Floating Blue Flower                          |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |       12 |     true | Floating Brown Flower                         |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |       13 |     true | Floating Green Flower                         |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |       14 |     true | Floating Red Flower                           |                                                             |
| Botania                     | botania:miniisland                                           |    4525 |       15 |     true | Floating Black Flower                         |                                                             |
| Botania                     | botania:miningring                                           |    4284 |        0 |    false | Ring of the Mantle                            |                                                             |
| Botania                     | botania:missilerod                                           |    4328 |        0 |    false | Rod of the Unstable Reservoir                 |                                                             |
| Botania                     | botania:monocle                                              |    4334 |        0 |    false | Manaseer Monocle                              |                                                             |
| Botania                     | botania:mushroom                                             |    4547 |        0 |     true | White Shimmering Mushroom                     | petalWhite                                                  |
| Botania                     | botania:mushroom                                             |    4547 |        1 |     true | Orange Shimmering Mushroom                    | petalOrange                                                 |
| Botania                     | botania:mushroom                                             |    4547 |        2 |     true | Magenta Shimmering Mushroom                   | petalMagenta                                                |
| Botania                     | botania:mushroom                                             |    4547 |        3 |     true | Light Blue Shimmering Mushroom                | petalLightBlue                                              |
| Botania                     | botania:mushroom                                             |    4547 |        4 |     true | Yellow Shimmering Mushroom                    | petalYellow                                                 |
| Botania                     | botania:mushroom                                             |    4547 |        5 |     true | Lime Shimmering Mushroom                      | petalLime                                                   |
| Botania                     | botania:mushroom                                             |    4547 |        6 |     true | Pink Shimmering Mushroom                      | petalPink                                                   |
| Botania                     | botania:mushroom                                             |    4547 |        7 |     true | Gray Shimmering Mushroom                      | petalGray                                                   |
| Botania                     | botania:mushroom                                             |    4547 |        8 |     true | Light Gray Shimmering Mushroom                | petalLightGray                                              |
| Botania                     | botania:mushroom                                             |    4547 |        9 |     true | Cyan Shimmering Mushroom                      | petalCyan                                                   |
| Botania                     | botania:mushroom                                             |    4547 |       10 |     true | Purple Shimmering Mushroom                    | petalPurple                                                 |
| Botania                     | botania:mushroom                                             |    4547 |       11 |     true | Blue Shimmering Mushroom                      | petalBlue                                                   |
| Botania                     | botania:mushroom                                             |    4547 |       12 |     true | Brown Shimmering Mushroom                     | petalBrown                                                  |
| Botania                     | botania:mushroom                                             |    4547 |       13 |     true | Green Shimmering Mushroom                     | petalGreen                                                  |
| Botania                     | botania:mushroom                                             |    4547 |       14 |     true | Red Shimmering Mushroom                       | petalRed                                                    |
| Botania                     | botania:mushroom                                             |    4547 |       15 |     true | Black Shimmering Mushroom                     | petalBlack                                                  |
| Botania                     | botania:obediencestick                                       |    4368 |        0 |    false | Floral Obedience Stick                        |                                                             |
| Botania                     | botania:odinring                                             |    4357 |        0 |    false | Ring of Odin                                  |                                                             |
| Botania                     | botania:openbucket                                           |    4301 |        0 |    false | Extrapolated Bucket                           |                                                             |
| Botania                     | botania:opencrate                                            |    4515 |        0 |     true | Open Crate                                    |                                                             |
| Botania                     | botania:opencrate                                            |    4515 |        1 |     true | Crafty Crate                                  |                                                             |
| Botania                     | botania:overgrowthseed                                       |    4341 |        0 |    false | Overgrowth Seed                               |                                                             |
| Botania                     | botania:pavement                                             |    4429 |        0 |     true | White Portuguese Pavement                     |                                                             |
| Botania                     | botania:pavement                                             |    4429 |        1 |     true | Black Portuguese Pavement                     |                                                             |
| Botania                     | botania:pavement                                             |    4429 |        2 |     true | Blue Portuguese Pavement                      |                                                             |
| Botania                     | botania:pavement                                             |    4429 |        3 |     true | Red Portuguese Pavement                       |                                                             |
| Botania                     | botania:pavement                                             |    4429 |        4 |     true | Yellow Portuguese Pavement                    |                                                             |
| Botania                     | botania:pavement                                             |    4429 |        5 |     true | Green Portuguese Pavement                     |                                                             |
| Botania                     | botania:pavement0slab                                        |    4480 |        0 |     true | White Portuguese Pavement Slab                |                                                             |
| Botania                     | botania:pavement0stairs                                      |    4479 |        0 |    false | White Portuguese Pavement Stairs              |                                                             |
| Botania                     | botania:pavement1slab                                        |    4482 |        0 |     true | Black Portuguese Pavement Slab                |                                                             |
| Botania                     | botania:pavement1stairs                                      |    4481 |        0 |    false | Black Portuguese Pavement Stairs              |                                                             |
| Botania                     | botania:pavement2slab                                        |    4484 |        0 |     true | Blue Portuguese Pavement Slab                 |                                                             |
| Botania                     | botania:pavement2stairs                                      |    4483 |        0 |    false | Blue Portuguese Pavement Stairs               |                                                             |
| Botania                     | botania:pavement3slab                                        |    4486 |        0 |     true | Red Portuguese Pavement Slab                  |                                                             |
| Botania                     | botania:pavement3stairs                                      |    4485 |        0 |    false | Red Portuguese Pavement Stairs                |                                                             |
| Botania                     | botania:pavement4slab                                        |    4488 |        0 |     true | Yellow Portuguese Pavement Slab               |                                                             |
| Botania                     | botania:pavement4stairs                                      |    4487 |        0 |    false | Yellow Portuguese Pavement Stairs             |                                                             |
| Botania                     | botania:pavement5slab                                        |    4490 |        0 |     true | Green Portuguese Pavement Slab                |                                                             |
| Botania                     | botania:pavement5stairs                                      |    4489 |        0 |    false | Green Portuguese Pavement Stairs              |                                                             |
| Botania                     | botania:pestleandmortar                                      |    4243 |        0 |    false | Pestle and Mortar                             | pestleAndMortar                                             |
| Botania                     | botania:petal                                                |    4241 |        0 |     true | Mystical White Petal                          | petalWhite                                                  |
| Botania                     | botania:petal                                                |    4241 |        1 |     true | Mystical Orange Petal                         | petalOrange                                                 |
| Botania                     | botania:petal                                                |    4241 |        2 |     true | Mystical Magenta Petal                        | petalMagenta                                                |
| Botania                     | botania:petal                                                |    4241 |        3 |     true | Mystical Light Blue Petal                     | petalLightBlue                                              |
| Botania                     | botania:petal                                                |    4241 |        4 |     true | Mystical Yellow Petal                         | petalYellow                                                 |
| Botania                     | botania:petal                                                |    4241 |        5 |     true | Mystical Lime Petal                           | petalLime                                                   |
| Botania                     | botania:petal                                                |    4241 |        6 |     true | Mystical Pink Petal                           | petalPink                                                   |
| Botania                     | botania:petal                                                |    4241 |        7 |     true | Mystical Gray Petal                           | petalGray                                                   |
| Botania                     | botania:petal                                                |    4241 |        8 |     true | Mystical Light Gray Petal                     | petalLightGray                                              |
| Botania                     | botania:petal                                                |    4241 |        9 |     true | Mystical Cyan Petal                           | petalCyan                                                   |
| Botania                     | botania:petal                                                |    4241 |       10 |     true | Mystical Purple Petal                         | petalPurple                                                 |
| Botania                     | botania:petal                                                |    4241 |       11 |     true | Mystical Blue Petal                           | petalBlue                                                   |
| Botania                     | botania:petal                                                |    4241 |       12 |     true | Mystical Brown Petal                          | petalBrown                                                  |
| Botania                     | botania:petal                                                |    4241 |       13 |     true | Mystical Green Petal                          | petalGreen                                                  |
| Botania                     | botania:petal                                                |    4241 |       14 |     true | Mystical Red Petal                            | petalRed                                                    |
| Botania                     | botania:petal                                                |    4241 |       15 |     true | Mystical Black Petal                          | petalBlack                                                  |
| Botania                     | botania:petalblock                                           |    4544 |        0 |     true | White Petal Block                             |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |        1 |     true | Orange Petal Block                            |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |        2 |     true | Magenta Petal Block                           |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |        3 |     true | Light Blue Petal Block                        |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |        4 |     true | Yellow Petal Block                            |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |        5 |     true | Lime Petal Block                              |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |        6 |     true | Pink Petal Block                              |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |        7 |     true | Gray Petal Block                              |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |        8 |     true | Light Gray Petal Block                        |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |        9 |     true | Cyan Petal Block                              |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |       10 |     true | Purple Petal Block                            |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |       11 |     true | Blue Petal Block                              |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |       12 |     true | Brown Petal Block                             |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |       13 |     true | Green Petal Block                             |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |       14 |     true | Red Petal Block                               |                                                             |
| Botania                     | botania:petalblock                                           |    4544 |       15 |     true | Black Petal Block                             |                                                             |
| Botania                     | botania:phantomink                                           |    4350 |        0 |    false | Phantom Ink                                   |                                                             |
| Botania                     | botania:pinkinator                                           |    4352 |        0 |    false | The Pinkinator                                |                                                             |
| Botania                     | botania:pistonrelay                                          |    4507 |        0 |    false | Force Relay                                   |                                                             |
| Botania                     | botania:pixiering                                            |    4303 |        0 |    false | Great Fairy Ring                              |                                                             |
