+---------------------------------------+-----+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Registry name                         |  ID | Effects                                                                                                                                                                                 |
| potioncore:reach                      |  95 | PotionEffect:{Potion:[reg:potioncore:reach,name:effect.reach,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                             |
| potioncore:recoil                     |  84 | PotionEffect:{Potion:[reg:potioncore:recoil,name:effect.recoil,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                           |
| potioncore:repair                     |  76 | PotionEffect:{Potion:[reg:potioncore:repair,name:effect.repair,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                           |
| potioncore:resistance                 |  71 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                    |
| potioncore:revival                    | 144 | PotionEffect:{Potion:[reg:potioncore:revival,name:effect.revival,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                         |
| potioncore:rust                       | 119 | PotionEffect:{Potion:[reg:potioncore:rust,name:effect.rust,isBad:true,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                               |
| potioncore:saturation                 |  41 | PotionEffect:{Potion:[reg:minecraft:saturation,name:effect.saturation,isBad:false,isBeneficial:true],amplifier:3,duration:1,isSplashPotion:false,isAmbient:false}                       |
| potioncore:slow_fall                  | 158 | PotionEffect:{Potion:[reg:potioncore:slow_fall,name:effect.slow_fall,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                     |
| potioncore:solid_core                 | 127 | PotionEffect:{Potion:[reg:potioncore:solid_core,name:effect.solid_core,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                   |
| potioncore:spin                       | 163 | PotionEffect:{Potion:[reg:potioncore:spin,name:effect.spin,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                                |
| potioncore:step_up                    | 108 | PotionEffect:{Potion:[reg:potioncore:step_up,name:effect.step_up,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                         |
| potioncore:strong_absorption          |  58 | PotionEffect:{Potion:[reg:minecraft:absorption,name:effect.absorption,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                    |
| potioncore:strong_archery             | 171 | PotionEffect:{Potion:[reg:potioncore:archery,name:effect.archery,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                         |
| potioncore:strong_bless               | 151 | PotionEffect:{Potion:[reg:potioncore:bless,name:effect.bless,isBad:false,isBeneficial:true],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                                |
| potioncore:strong_blindness           |  50 | PotionEffect:{Potion:[reg:minecraft:blindness,name:effect.blindness,isBad:true,isBeneficial:false],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}                       |
| potioncore:strong_broken_armor        | 153 | PotionEffect:{Potion:[reg:potioncore:broken_armor,name:effect.broken_armor,isBad:true,isBeneficial:false],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}                |
| potioncore:strong_broken_magic_shield |  88 | PotionEffect:{Potion:[reg:potioncore:broken_magic_shield,name:effect.broken_magic_shield,isBad:true,isBeneficial:false],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}  |
| potioncore:strong_burst               | 169 | PotionEffect:{Potion:[reg:potioncore:burst,name:effect.burst,isBad:false,isBeneficial:true],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                                |
| potioncore:strong_chance              | 136 | PotionEffect:{Potion:[reg:potioncore:chance,name:effect.chance,isBad:false,isBeneficial:true],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                              |
| potioncore:strong_curse               | 167 | PotionEffect:{Potion:[reg:potioncore:curse,name:effect.curse,isBad:true,isBeneficial:false],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                                |
| potioncore:strong_diamond_skin        |  99 | PotionEffect:{Potion:[reg:potioncore:diamond_skin,name:effect.diamond_skin,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}               |
| potioncore:strong_explode             | 126 | PotionEffect:{Potion:[reg:potioncore:explode,name:effect.explode,isBad:true,isBeneficial:false],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                            |
| potioncore:strong_extension           |  82 | PotionEffect:{Potion:[reg:potioncore:extension,name:effect.extension,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                     |
| potioncore:strong_fire                | 130 | PotionEffect:{Potion:[reg:potioncore:fire,name:effect.fire,isBad:true,isBeneficial:false],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                                  |
| potioncore:strong_haste               |  63 | PotionEffect:{Potion:[reg:minecraft:haste,name:effect.digSpeed,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                           |
| potioncore:strong_health_boost        |  69 | PotionEffect:{Potion:[reg:minecraft:health_boost,name:effect.healthBoost,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                 |
| potioncore:strong_hunger              |  47 | PotionEffect:{Potion:[reg:minecraft:hunger,name:effect.hunger,isBad:true,isBeneficial:false],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}                             |
| potioncore:strong_iron_skin           |  91 | PotionEffect:{Potion:[reg:potioncore:iron_skin,name:effect.iron_skin,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                     |
| potioncore:strong_klutz               | 148 | PotionEffect:{Potion:[reg:potioncore:klutz,name:effect.klutz,isBad:true,isBeneficial:false],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                             |
| potioncore:strong_launch              | 142 | PotionEffect:{Potion:[reg:potioncore:launch,name:effect.launch,isBad:true,isBeneficial:false],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                              |
| potioncore:strong_levitation          |  55 | PotionEffect:{Potion:[reg:minecraft:levitation,name:effect.levitation,isBad:true,isBeneficial:false],amplifier:1,duration:300,isSplashPotion:false,isAmbient:false}                     |
| potioncore:strong_magic_focus         | 105 | PotionEffect:{Potion:[reg:potioncore:magic_focus,name:effect.magic_focus,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                 |
| potioncore:strong_magic_inhibition    | 133 | PotionEffect:{Potion:[reg:potioncore:magic_inhibition,name:effect.magic_inhibition,isBad:true,isBeneficial:false],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}       |
| potioncore:strong_magic_shield        | 156 | PotionEffect:{Potion:[reg:potioncore:magic_shield,name:effect.magic_shield,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}               |
| potioncore:strong_mining_fatigue      |  66 | PotionEffect:{Potion:[reg:minecraft:mining_fatigue,name:effect.digSlowDown,isBad:true,isBeneficial:false],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}               |
| potioncore:strong_reach               |  96 | PotionEffect:{Potion:[reg:potioncore:reach,name:effect.reach,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                             |
| potioncore:strong_recoil              |  85 | PotionEffect:{Potion:[reg:potioncore:recoil,name:effect.recoil,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                           |
| potioncore:strong_repair              |  77 | PotionEffect:{Potion:[reg:potioncore:repair,name:effect.repair,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                           |
| potioncore:strong_resistance          |  72 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                    |
| potioncore:strong_revival             | 145 | PotionEffect:{Potion:[reg:potioncore:revival,name:effect.revival,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                         |
| potioncore:strong_rust                | 120 | PotionEffect:{Potion:[reg:potioncore:rust,name:effect.rust,isBad:true,isBeneficial:false],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                               |
| potioncore:strong_saturation          |  42 | PotionEffect:{Potion:[reg:minecraft:saturation,name:effect.saturation,isBad:false,isBeneficial:true],amplifier:7,duration:1,isSplashPotion:false,isAmbient:false}                       |
| potioncore:strong_slow_fall           | 159 | PotionEffect:{Potion:[reg:potioncore:slow_fall,name:effect.slow_fall,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                     |
| potioncore:strong_spin                | 164 | PotionEffect:{Potion:[reg:potioncore:spin,name:effect.spin,isBad:true,isBeneficial:false],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}                                |
| potioncore:strong_step_up             | 109 | PotionEffect:{Potion:[reg:potioncore:step_up,name:effect.step_up,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                         |
| potioncore:strong_teleport            | 102 | PotionEffect:{Potion:[reg:potioncore:teleport,name:effect.teleport,isBad:true,isBeneficial:false],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                          |
| potioncore:strong_vulnerable          | 123 | PotionEffect:{Potion:[reg:potioncore:vulnerable,name:effect.vulnerable,isBad:true,isBeneficial:false],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                   |
| potioncore:strong_weight              | 139 | PotionEffect:{Potion:[reg:potioncore:weight,name:effect.weight,isBad:true,isBeneficial:false],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                           |
| potioncore:strong_wither              |  44 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}                             |
| potioncore:teleport                   | 101 | PotionEffect:{Potion:[reg:potioncore:teleport,name:effect.teleport,isBad:true,isBeneficial:false],amplifier:0,duration:1,isSplashPotion:false,isAmbient:false}                          |
| potioncore:teleport_spawn             | 113 | PotionEffect:{Potion:[reg:potioncore:teleport_spawn,name:effect.teleport_spawn,isBad:false,isBeneficial:true],amplifier:0,duration:600,isSplashPotion:false,isAmbient:false}            |
| potioncore:teleport_surface           | 103 | PotionEffect:{Potion:[reg:potioncore:teleport_surface,name:effect.teleport_surface,isBad:false,isBeneficial:true],amplifier:0,duration:1,isSplashPotion:false,isAmbient:false}          |
| potioncore:unluck                     |  74 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:0,duration:6000,isSplashPotion:false,isAmbient:false}                            |
| potioncore:vulnerable                 | 122 | PotionEffect:{Potion:[reg:potioncore:vulnerable,name:effect.vulnerable,isBad:true,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                   |
| potioncore:weight                     | 138 | PotionEffect:{Potion:[reg:potioncore:weight,name:effect.weight,isBad:true,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                           |
| potioncore:wither                     |  43 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                             |
+---------------------------------------+-----+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Registry name                         |  ID | Effects                                                                                                                                                                                 |
+---------------------------------------+-----+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
