+-----------------------------+-------------------------------------------+----------+---------------------------------+-----+
| OreDict Key                 | Registry name                             | Meta/dmg | Display name                    | NBT |
| gemAquamarine               | astralsorcery:itemcraftingcomponent       |        0 | Aquamarine                      |     |
| gemAquamarine               | naturalpledge:resource                    |        4 | Aquamarine Shard                |     |
| gemAquamarine               | naturalpledge:resource                    |        5 | Awakened Aquamarine Shard       |     |
| gemDiamond                  | minecraft:diamond                         |        0 | Diamond                         |     |
| gemEmerald                  | minecraft:emerald                         |        0 | Emerald                         |     |
| gemLapis                    | minecraft:dye                             |        4 | Lapis Lazuli                    |     |
| gemNjordAquamarine          | naturalpledge:resource                    |        4 | Aquamarine Shard                |     |
| gemNjordAquamarine          | naturalpledge:resource                    |        5 | Awakened Aquamarine Shard       |     |
| gemNjordAquamarineAwakened  | naturalpledge:resource                    |        5 | Awakened Aquamarine Shard       |     |
| gemPrismarine               | minecraft:prismarine_shard                |        0 | Prismarine Shard                |     |
| gemQuartz                   | minecraft:quartz                          |        0 | Nether Quartz                   |     |
| gemRime                     | nex:rime_crystal                          |        0 | Nether Rime Crystal             |     |
| glowstone                   | minecraft:glowstone                       |        0 | Glowstone                       |     |
| grass                       | minecraft:grass                           |        0 | Grass Block                     |     |
| gravel                      | minecraft:gravel                          |        0 | Gravel                          |     |
| gunpowder                   | minecraft:gunpowder                       |        0 | Gunpowder                       |     |
| hardenedClay                | minecraft:hardened_clay                   |    32767 | (WILDCARD)                      |     |
| hearthstone                 | naturalpledge:resource                    |        7 | Hearth Ember                    |     |
| hearthstone                 | naturalpledge:resource                    |        8 | Awakened Hearth Ember           |     |
| hearthstoneAwakened         | naturalpledge:resource                    |        8 | Awakened Hearth Ember           |     |
| holySymbol                  | naturalpledge:holy_symbol                 |        0 | Holy Symbol                     |     |
| ice                         | minecraft:ice                             |        0 | Ice                             |     |
| ingotAluminium              | embers:ingot_aluminum                     |        0 | Aluminium Ingot                 |     |
| ingotAluminum               | embers:ingot_aluminum                     |        0 | Aluminium Ingot                 |     |
| ingotAluminum               | immersiveengineering:metal                |        1 | Aluminium Ingot                 |     |
| ingotAstralStarmetal        | astralsorcery:itemcraftingcomponent       |        1 | Starmetal Ingot                 |     |
| ingotBrick                  | minecraft:brick                           |        0 | Brick                           |     |
| ingotBrickNether            | minecraft:netherbrick                     |        0 | Nether Brick                    |     |
| ingotBrickNether            | nex:netherbrick                           |        0 | Fiery Nether Brick              |     |
| ingotBrickNether            | nex:netherbrick                           |        1 | Icy Nether Brick                |     |
| ingotBrickNether            | nex:netherbrick                           |        2 | Lively Nether Brick             |     |
| ingotBrickNether            | nex:netherbrick                           |        3 | Gloomy Nether Brick             |     |
| ingotBronze                 | embers:ingot_bronze                       |        0 | Bronze Ingot                    |     |
| ingotConstantan             | immersiveengineering:metal                |        6 | Constantan Ingot                |     |
| ingotCopper                 | embers:ingot_copper                       |        0 | Copper Ingot                    |     |
| ingotCopper                 | immersiveengineering:metal                |        0 | Copper Ingot                    |     |
| ingotDawnstone              | embers:ingot_dawnstone                    |        0 | Dawnstone Ingot                 |     |
| ingotElectrum               | embers:ingot_electrum                     |        0 | Electrum Ingot                  |     |
| ingotElectrum               | immersiveengineering:metal                |        7 | Electrum Ingot                  |     |
| ingotElvenElementium        | botania:manaresource                      |        7 | Elementium Ingot                |     |
| ingotGold                   | minecraft:gold_ingot                      |        0 | Gold Ingot                      |     |
| ingotHOPGraphite            | immersiveengineering:material             |       19 | HOP Graphite Ingot              |     |
| ingotIron                   | minecraft:iron_ingot                      |        0 | Iron Ingot                      |     |
| ingotLead                   | embers:ingot_lead                         |        0 | Lead Ingot                      |     |
| ingotLead                   | immersiveengineering:metal                |        2 | Lead Ingot                      |     |
| ingotManasteel              | botania:manaresource                      |        0 | Manasteel Ingot                 |     |
| ingotNickel                 | embers:ingot_nickel                       |        0 | Nickel Ingot                    |     |
| ingotNickel                 | immersiveengineering:metal                |        4 | Nickel Ingot                    |     |
| ingotSilver                 | embers:ingot_silver                       |        0 | Silver Ingot                    |     |
| ingotSilver                 | immersiveengineering:metal                |        3 | Silver Ingot                    |     |
| ingotSteel                  | immersiveengineering:metal                |        8 | Steel Ingot                     |     |
| ingotTerrasteel             | botania:manaresource                      |        4 | Terrasteel Ingot                |     |
| ingotThundersteel           | naturalpledge:resource                    |        0 | Thundersteel Ingot              |     |
| ingotThundersteel           | naturalpledge:resource                    |        1 | Awakened Thundersteel Ingot     |     |
| ingotThundersteelAwakened   | naturalpledge:resource                    |        1 | Awakened Thundersteel Ingot     |     |
| ingotTin                    | embers:ingot_tin                          |        0 | Tin Ingot                       |     |
| ingotUranium                | immersiveengineering:metal                |        5 | Uranium Ingot                   |     |
| irisDirt                    | naturalpledge:aurora_dirt                 |    32767 | (WILDCARD)                      |     |
| irisDirt                    | naturalpledge:iris_dirt                   |    32767 | (WILDCARD)                      |     |
| irisDirt                    | naturalpledge:rainbow_dirt                |    32767 | (WILDCARD)                      |     |
| irisDye                     | naturalpledge:iris_dye                    |        0 | White Iridescent Crystal        |     |
| irisDye                     | naturalpledge:iris_dye                    |        1 | Orange Iridescent Crystal       |     |
| irisDye                     | naturalpledge:iris_dye                    |        2 | Magenta Iridescent Crystal      |     |
| irisDye                     | naturalpledge:iris_dye                    |        3 | Light Blue Iridescent Crystal   |     |
| irisDye                     | naturalpledge:iris_dye                    |        4 | Yellow Iridescent Crystal       |     |
| irisDye                     | naturalpledge:iris_dye                    |        5 | Lime Iridescent Crystal         |     |
| irisDye                     | naturalpledge:iris_dye                    |        6 | Pink Iridescent Crystal         |     |
| irisDye                     | naturalpledge:iris_dye                    |        7 | Gray Iridescent Crystal         |     |
| irisDye                     | naturalpledge:iris_dye                    |        8 | Light Gray Iridescent Crystal   |     |
| irisDye                     | naturalpledge:iris_dye                    |        9 | Cyan Iridescent Crystal         |     |
| irisDye                     | naturalpledge:iris_dye                    |       10 | Purple Iridescent Crystal       |     |
| irisDye                     | naturalpledge:iris_dye                    |       11 | Blue Iridescent Crystal         |     |
| irisDye                     | naturalpledge:iris_dye                    |       12 | Brown Iridescent Crystal        |     |
| irisDye                     | naturalpledge:iris_dye                    |       13 | Green Iridescent Crystal        |     |
| irisDye                     | naturalpledge:iris_dye                    |       14 | Red Iridescent Crystal          |     |
| irisDye                     | naturalpledge:iris_dye                    |       15 | Black Iridescent Crystal        |     |
| irisDye                     | naturalpledge:iris_dye                    |       16 | Bifrost Iridescent Crystal      |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |        0 | White Awakened Crystal          |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |        1 | Orange Awakened Crystal         |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |        2 | Magenta Awakened Crystal        |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |        3 | Light Blue Awakened Crystal     |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |        4 | Yellow Awakened Crystal         |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |        5 | Lime Awakened Crystal           |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |        6 | Pink Awakened Crystal           |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |        7 | Gray Awakened Crystal           |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |        8 | Light Gray Awakened Crystal     |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |        9 | Cyan Awakened Crystal           |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |       10 | Purple Awakened Crystal         |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |       11 | Blue Awakened Crystal           |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |       12 | Brown Awakened Crystal          |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |       13 | Green Awakened Crystal          |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |       14 | Red Awakened Crystal            |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |       15 | Black Awakened Crystal          |     |
| irisDye                     | naturalpledge:iris_dye_awakened           |       16 | Bifrost Awakened Crystal        |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |        0 | White Awakened Crystal          |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |        1 | Orange Awakened Crystal         |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |        2 | Magenta Awakened Crystal        |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |        3 | Light Blue Awakened Crystal     |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |        4 | Yellow Awakened Crystal         |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |        5 | Lime Awakened Crystal           |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |        6 | Pink Awakened Crystal           |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |        7 | Gray Awakened Crystal           |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |        8 | Light Gray Awakened Crystal     |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |        9 | Cyan Awakened Crystal           |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |       10 | Purple Awakened Crystal         |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |       11 | Blue Awakened Crystal           |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |       12 | Brown Awakened Crystal          |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |       13 | Green Awakened Crystal          |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |       14 | Red Awakened Crystal            |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |       15 | Black Awakened Crystal          |     |
| irisDyeAwakened             | naturalpledge:iris_dye_awakened           |       16 | Bifrost Awakened Crystal        |     |
| irisDyeBlack                | naturalpledge:dye_shard                   |       15 | Black Iridescent Shard          |     |
| irisDyeBlack                | naturalpledge:iris_dye                    |       15 | Black Iridescent Crystal        |     |
| irisDyeBlack                | naturalpledge:iris_dye_awakened           |       15 | Black Awakened Crystal          |     |
| irisDyeBlue                 | naturalpledge:dye_shard                   |       11 | Blue Iridescent Shard           |     |
| irisDyeBlue                 | naturalpledge:iris_dye                    |       11 | Blue Iridescent Crystal         |     |
| irisDyeBlue                 | naturalpledge:iris_dye_awakened           |       11 | Blue Awakened Crystal           |     |
| irisDyeBrown                | naturalpledge:dye_shard                   |       12 | Brown Iridescent Shard          |     |
| irisDyeBrown                | naturalpledge:iris_dye                    |       12 | Brown Iridescent Crystal        |     |
| irisDyeBrown                | naturalpledge:iris_dye_awakened           |       12 | Brown Awakened Crystal          |     |
| irisDyeCyan                 | naturalpledge:dye_shard                   |        9 | Cyan Iridescent Shard           |     |
| irisDyeCyan                 | naturalpledge:iris_dye                    |        9 | Cyan Iridescent Crystal         |     |
| irisDyeCyan                 | naturalpledge:iris_dye_awakened           |        9 | Cyan Awakened Crystal           |     |
| irisDyeGray                 | naturalpledge:dye_shard                   |        7 | Gray Iridescent Shard           |     |
| irisDyeGray                 | naturalpledge:iris_dye                    |        7 | Gray Iridescent Crystal         |     |
| irisDyeGray                 | naturalpledge:iris_dye_awakened           |        7 | Gray Awakened Crystal           |     |
| irisDyeGreen                | naturalpledge:dye_shard                   |       13 | Green Iridescent Shard          |     |
| irisDyeGreen                | naturalpledge:iris_dye                    |       13 | Green Iridescent Crystal        |     |
| irisDyeGreen                | naturalpledge:iris_dye_awakened           |       13 | Green Awakened Crystal          |     |
| irisDyeLightBlue            | naturalpledge:dye_shard                   |        3 | Light Blue Iridescent Shard     |     |
| irisDyeLightBlue            | naturalpledge:iris_dye                    |        3 | Light Blue Iridescent Crystal   |     |
| irisDyeLightBlue            | naturalpledge:iris_dye_awakened           |        3 | Light Blue Awakened Crystal     |     |
| irisDyeLightGray            | naturalpledge:dye_shard                   |        8 | Light Gray Iridescent Shard     |     |
| irisDyeLightGray            | naturalpledge:iris_dye                    |        8 | Light Gray Iridescent Crystal   |     |
| irisDyeLightGray            | naturalpledge:iris_dye_awakened           |        8 | Light Gray Awakened Crystal     |     |
| irisDyeLime                 | naturalpledge:dye_shard                   |        5 | Lime Iridescent Shard           |     |
| irisDyeLime                 | naturalpledge:iris_dye                    |        5 | Lime Iridescent Crystal         |     |
| irisDyeLime                 | naturalpledge:iris_dye_awakened           |        5 | Lime Awakened Crystal           |     |
| irisDyeMagenta              | naturalpledge:dye_shard                   |        2 | Magenta Iridescent Shard        |     |
| irisDyeMagenta              | naturalpledge:iris_dye                    |        2 | Magenta Iridescent Crystal      |     |
| irisDyeMagenta              | naturalpledge:iris_dye_awakened           |        2 | Magenta Awakened Crystal        |     |
| irisDyeOrange               | naturalpledge:dye_shard                   |        1 | Orange Iridescent Shard         |     |
| irisDyeOrange               | naturalpledge:iris_dye                    |        1 | Orange Iridescent Crystal       |     |
| irisDyeOrange               | naturalpledge:iris_dye_awakened           |        1 | Orange Awakened Crystal         |     |
| irisDyePink                 | naturalpledge:dye_shard                   |        6 | Pink Iridescent Shard           |     |
| irisDyePink                 | naturalpledge:iris_dye                    |        6 | Pink Iridescent Crystal         |     |
| irisDyePink                 | naturalpledge:iris_dye_awakened           |        6 | Pink Awakened Crystal           |     |
| irisDyePurple               | naturalpledge:dye_shard                   |       10 | Purple Iridescent Shard         |     |
| irisDyePurple               | naturalpledge:iris_dye                    |       10 | Purple Iridescent Crystal       |     |
| irisDyePurple               | naturalpledge:iris_dye_awakened           |       10 | Purple Awakened Crystal         |     |
| irisDyeRainbow              | naturalpledge:dye_shard                   |       16 | Bifrost Iridescent Shard        |     |
| irisDyeRainbow              | naturalpledge:iris_dye                    |       16 | Bifrost Iridescent Crystal      |     |
| irisDyeRainbow              | naturalpledge:iris_dye_awakened           |       16 | Bifrost Awakened Crystal        |     |
| irisDyeRed                  | naturalpledge:dye_shard                   |       14 | Red Iridescent Shard            |     |
| irisDyeRed                  | naturalpledge:iris_dye                    |       14 | Red Iridescent Crystal          |     |
| irisDyeRed                  | naturalpledge:iris_dye_awakened           |       14 | Red Awakened Crystal            |     |
| irisDyeWhite                | naturalpledge:dye_shard                   |        0 | White Iridescent Shard          |     |
| irisDyeWhite                | naturalpledge:iris_dye                    |        0 | White Iridescent Crystal        |     |
| irisDyeWhite                | naturalpledge:iris_dye_awakened           |        0 | White Awakened Crystal          |     |
| irisDyeYellow               | naturalpledge:dye_shard                   |        4 | Yellow Iridescent Shard         |     |
| irisDyeYellow               | naturalpledge:iris_dye                    |        4 | Yellow Iridescent Crystal       |     |
| irisDyeYellow               | naturalpledge:iris_dye_awakened           |        4 | Yellow Awakened Crystal         |     |
| itemSlag                    | immersiveengineering:material             |        7 | Slag                            |     |
| leather                     | minecraft:leather                         |        0 | Leather                         |     |
| lexicaBotania               | botania:lexicon                           |        0 | Lexica Botania                  |     |
| lifeRoot                    | naturalpledge:resource                    |        2 | Soulroot                        |     |
| lifeRoot                    | naturalpledge:resource                    |        3 | Awakened Soulroot               |     |
| lifeRootAwakened            | naturalpledge:resource                    |        3 | Awakened Soulroot               |     |
| listAllghastcooked          | nex:ghast_meat_cooked                     |        0 | Cooked Ghast Meat               |     |
| listAllghastraw             | nex:ghast_meat_raw                        |        0 | Raw Ghast Meat                  |     |
| listAllmeatcooked           | nex:ghast_meat_cooked                     |        0 | Cooked Ghast Meat               |     |
| listAllmeatraw              | nex:ghast_meat_raw                        |        0 | Raw Ghast Meat                  |     |
| listAllmushroom             | nex:enoki_mushroom                        |        0 | Enoki Mushroom                  |     |
| listAllveggie               | nex:enoki_mushroom                        |        0 | Enoki Mushroom                  |     |
| livingRoot                  | botania:manaresource                      |       20 | Living Root                     |     |
| livingrock                  | botania:livingrock                        |        0 | Livingrock                      |     |
| livingwood                  | botania:livingwood                        |        0 | Livingwood                      |     |
| livingwoodTwig              | botania:manaresource                      |        3 | Livingwood Twig                 |     |
| logWood                     | midnight:dark_willow_log                  |        0 | Dark Willow Log                 |     |
| logWood                     | midnight:dead_wood_log                    |        0 | Dead Wood Log                   |     |
| logWood                     | midnight:shadowroot_log                   |        0 | Shadowroot Log                  |     |
| logWood                     | minecraft:log                             |    32767 | (WILDCARD)                      |     |
| logWood                     | minecraft:log2                            |    32767 | (WILDCARD)                      |     |
| logWood                     | naturalpledge:alt_log0                    |        0 | Dry Iridescent Log              |     |
| logWood                     | naturalpledge:alt_log0                    |        1 | Golden Iridescent Log           |     |
| logWood                     | naturalpledge:alt_log0                    |        2 | Vivid Iridescent Log            |     |
| logWood                     | naturalpledge:alt_log0                    |        3 | Scorched Iridescent Log         |     |
| logWood                     | naturalpledge:alt_log1                    |        0 | Infused Iridescent Log          |     |
| logWood                     | naturalpledge:alt_log1                    |        1 | Mutated Iridescent Log          |     |
| logWood                     | naturalpledge:aurora_log                  |        0 | Iridescent Log                  |     |
| logWood                     | naturalpledge:calico_log                  |        0 | Calico Log                      |     |
| logWood                     | naturalpledge:circuit_log                 |        0 | Circuitree Log                  |     |
| logWood                     | naturalpledge:iris_log0                   |        0 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log0                   |        1 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log0                   |        2 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log0                   |        3 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log1                   |        0 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log1                   |        1 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log1                   |        2 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log1                   |        3 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log2                   |        0 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log2                   |        1 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log2                   |        2 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log2                   |        3 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log3                   |        0 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log3                   |        1 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log3                   |        2 | Iridescent Log                  |     |
| logWood                     | naturalpledge:iris_log3                   |        3 | Iridescent Log                  |     |
| logWood                     | naturalpledge:rainbow_log                 |        0 | Iridescent Log                  |     |
| logWood                     | naturalpledge:seal_log                    |        0 | Sealing Oak Log                 |     |
| logWood                     | naturalpledge:thunder_log                 |        0 | Thunderous Oak Log              |     |
| manaDiamond                 | botania:manaresource                      |        2 | Mana Diamond                    |     |
| manaPearl                   | botania:manaresource                      |        1 | Mana Pearl                      |     |
| manaString                  | botania:manaresource                      |       16 | Mana Infused String             |     |
| mushroomAny                 | nex:enoki_mushroom                        |        0 | Enoki Mushroom                  |     |
| mycelium                    | minecraft:mycelium                        |        0 | Mycelium                        |     |
| mysticFlowerBlack           | botania:flower                            |       15 | Mystical Black Flower           |     |
| mysticFlowerBlackDouble     | botania:doubleflower2                     |        7 | Tall Mystical Black Flower      |     |
| mysticFlowerBlue            | botania:flower                            |       11 | Mystical Blue Flower            |     |
| mysticFlowerBlueDouble      | botania:doubleflower2                     |        3 | Tall Mystical Blue Flower       |     |
| mysticFlowerBrown           | botania:flower                            |       12 | Mystical Brown Flower           |     |
| mysticFlowerBrownDouble     | botania:doubleflower2                     |        4 | Tall Mystical Brown Flower      |     |
| mysticFlowerCyan            | botania:flower                            |        9 | Mystical Cyan Flower            |     |
| mysticFlowerCyanDouble      | botania:doubleflower2                     |        1 | Tall Mystical Cyan Flower       |     |
| mysticFlowerGray            | botania:flower                            |        7 | Mystical Gray Flower            |     |
| mysticFlowerGrayDouble      | botania:doubleflower1                     |        7 | Tall Mystical Gray Flower       |     |
| mysticFlowerGreen           | botania:flower                            |       13 | Mystical Green Flower           |     |
| mysticFlowerGreenDouble     | botania:doubleflower2                     |        5 | Tall Mystical Green Flower      |     |
| mysticFlowerLightBlue       | botania:flower                            |        3 | Mystical Light Blue Flower      |     |
| mysticFlowerLightBlueDouble | botania:doubleflower1                     |        3 | Tall Mystical Light Blue Flower |     |
| mysticFlowerLightGray       | botania:flower                            |        8 | Mystical Light Gray Flower      |     |
| mysticFlowerLightGrayDouble | botania:doubleflower2                     |        0 | Tall Mystical Light Gray Flower |     |
| mysticFlowerLime            | botania:flower                            |        5 | Mystical Lime Flower            |     |
| mysticFlowerLimeDouble      | botania:doubleflower1                     |        5 | Tall Mystical Lime Flower       |     |
| mysticFlowerMagenta         | botania:flower                            |        2 | Mystical Magenta Flower         |     |
| mysticFlowerMagentaDouble   | botania:doubleflower1                     |        2 | Tall Mystical Magenta Flower    |     |
| mysticFlowerOrange          | botania:flower                            |        1 | Mystical Orange Flower          |     |
| mysticFlowerOrangeDouble    | botania:doubleflower1                     |        1 | Tall Mystical Orange Flower     |     |
| mysticFlowerPink            | botania:flower                            |        6 | Mystical Pink Flower            |     |
| mysticFlowerPinkDouble      | botania:doubleflower1                     |        6 | Tall Mystical Pink Flower       |     |
| mysticFlowerPurple          | botania:flower                            |       10 | Mystical Purple Flower          |     |
| mysticFlowerPurpleDouble    | botania:doubleflower2                     |        2 | Tall Mystical Purple Flower     |     |
| mysticFlowerRed             | botania:flower                            |       14 | Mystical Red Flower             |     |
| mysticFlowerRedDouble       | botania:doubleflower2                     |        6 | Tall Mystical Red Flower        |     |
| mysticFlowerWhite           | botania:flower                            |        0 | Mystical White Flower           |     |
| mysticFlowerWhiteDouble     | botania:doubleflower1                     |        0 | Tall Mystical White Flower      |     |
| mysticFlowerYellow          | botania:flower                            |        4 | Mystical Yellow Flower          |     |
| mysticFlowerYellowDouble    | botania:doubleflower1                     |        4 | Tall Mystical Yellow Flower     |     |
| netherStar                  | minecraft:nether_star                     |        0 | Nether Star                     |     |
| netherrack                  | minecraft:netherrack                      |        0 | Netherrack                      |     |
| netherrack                  | nex:netherrack                            |        0 | Fiery Netherrack                |     |
| netherrack                  | nex:netherrack                            |        1 | Icy Netherrack                  |     |
| netherrack                  | nex:netherrack                            |        2 | Lively Netherrack               |     |
| netherrack                  | nex:netherrack                            |        3 | Gloomy Netherrack               |     |
| nuggetAluminium             | embers:nugget_aluminum                    |        0 | Aluminium Nugget                |     |
| nuggetAluminum              | embers:nugget_aluminum                    |        0 | Aluminium Nugget                |     |
| nuggetAluminum              | immersiveengineering:metal                |       21 | Aluminium Nugget                |     |
| nuggetBronze                | embers:nugget_bronze                      |        0 | Bronze Nugget                   |     |
| nuggetCoal                  | inventorypets:nugget_coal                 |        0 | Coal Nugget                     |     |
| nuggetConstantan            | immersiveengineering:metal                |       26 | Constantan Nugget               |     |
| nuggetCopper                | embers:nugget_copper                      |        0 | Copper Nugget                   |     |
| nuggetCopper                | immersiveengineering:metal                |       20 | Copper Nugget                   |     |
| nuggetDawnstone             | embers:nugget_dawnstone                   |        0 | Dawnstone Nugget                |     |
| nuggetDiamond               | inventorypets:nugget_diamond              |        0 | Diamond Nugget                  |     |
| nuggetElectrum              | embers:nugget_electrum                    |        0 | Electrum Nugget                 |     |
| nuggetElectrum              | immersiveengineering:metal                |       27 | Electrum Nugget                 |     |
| nuggetElvenElementium       | botania:manaresource                      |       19 | Elementium Nugget               |     |
| nuggetEmerald               | inventorypets:nugget_emerald              |        0 | Emerald Nugget                  |     |
| nuggetEnder                 | inventorypets:nugget_ender                |        0 | Ender Nugget                    |     |
| nuggetGold                  | minecraft:gold_nugget                     |        0 | Gold Nugget                     |     |
| nuggetIron                  | immersiveengineering:metal                |       29 | Iron Nugget                     |     |
| nuggetIron                  | minecraft:iron_nugget                     |        0 | Iron Nugget                     |     |
| nuggetLapis                 | inventorypets:nugget_lapis                |        0 | Lapis Nugget                    |     |
| nuggetLead                  | embers:nugget_lead                        |        0 | Lead Nugget                     |     |
| nuggetLead                  | immersiveengineering:metal                |       22 | Lead Nugget                     |     |
| nuggetManasteel             | botania:manaresource                      |       17 | Manasteel Nugget                |     |
| nuggetNickel                | embers:nugget_nickel                      |        0 | Nickel Nugget                   |     |
| nuggetNickel                | immersiveengineering:metal                |       24 | Nickel Nugget                   |     |
| nuggetObsidian              | inventorypets:nugget_obsidian             |        0 | Obsidian Nugget                 |     |
| nuggetSilver                | embers:nugget_silver                      |        0 | Silver Nugget                   |     |
| nuggetSilver                | immersiveengineering:metal                |       23 | Silver Nugget                   |     |
| nuggetSteel                 | immersiveengineering:metal                |       28 | Steel Nugget                    |     |
| nuggetTerrasteel            | botania:manaresource                      |       18 | Terrasteel Nugget               |     |
| nuggetThundersteel          | naturalpledge:resource                    |        6 | Thundersteel Nugget             |     |
| nuggetTin                   | embers:nugget_tin                         |        0 | Tin Nugget                      |     |
| nuggetUranium               | immersiveengineering:metal                |       25 | Uranium Nugget                  |     |
| obsidian                    | minecraft:obsidian                        |        0 | Obsidian                        |     |
| oreAluminium                | embers:ore_aluminum                       |        0 | Aluminium Ore                   |     |
| oreAluminum                 | embers:ore_aluminum                       |        0 | Aluminium Ore                   |     |
| oreAluminum                 | immersiveengineering:ore                  |        1 | Bauxite Ore                     |     |
| oreAmethyst                 | nex:amethyst_ore                          |        0 | Nether Amethyst Ore             |     |
| oreAquamarine               | astralsorcery:blockcustomsandore          |        0 | Aquamarine Shale                |     |
| oreArchaic                  | midnight:archaic_ore                      |        0 | Archaic Ore                     |     |
| oreAstralStarmetal          | astralsorcery:blockcustomore              |        1 | Starmetal Ore                   |     |
| oreCoal                     | minecraft:coal_ore                        |        0 | Coal Ore                        |     |
| oreCopper                   | embers:ore_copper                         |        0 | Copper Ore                      |     |
| oreCopper                   | immersiveengineering:ore                  |        0 | Copper Ore                      |     |
| oreDiamond                  | minecraft:diamond_ore                     |        0 | Diamond Ore                     |     |
| oreEbonys                   | midnight:ebonys_ore                       |        0 | Ebonite Ore                     |     |
| oreEmerald                  | minecraft:emerald_ore                     |        0 | Emerald Ore                     |     |
| oreGold                     | minecraft:gold_ore                        |        0 | Gold Ore                        |     |
| oreIron                     | minecraft:iron_ore                        |        0 | Iron Ore                        |     |
| oreLapis                    | minecraft:lapis_ore                       |        0 | Lapis Lazuli Ore                |     |
| oreLead                     | embers:ore_lead                           |        0 | Lead Ore                        |     |
| oreLead                     | immersiveengineering:ore                  |        2 | Lead Ore                        |     |
| oreNagrilite                | midnight:nagrilite_ore                    |        0 | Nagrilite Ore                   |     |
| oreNickel                   | embers:ore_nickel                         |        0 | Nickel Ore                      |     |
| oreNickel                   | immersiveengineering:ore                  |        4 | Nickel Ore                      |     |
| oreQuartz                   | embers:ore_quartz                         |        0 | Quartz Ore                      |     |
| oreQuartz                   | minecraft:quartz_ore                      |        0 | Nether Quartz Ore               |     |
| oreQuartz                   | nex:quartz_ore                            |        0 | Fiery Quartz Ore                |     |
| oreQuartz                   | nex:quartz_ore                            |        1 | Icy Quartz Ore                  |     |
| oreQuartz                   | nex:quartz_ore                            |        2 | Lively Quartz Ore               |     |
| oreQuartz                   | nex:quartz_ore                            |        3 | Gloomy Quartz Ore               |     |
| oreRedstone                 | minecraft:redstone_ore                    |        0 | Redstone Ore                    |     |
| oreRime                     | nex:rime_ore                              |        0 | Nether Rime Ore                 |     |
| oreSilver                   | embers:ore_silver                         |        0 | Silver Ore                      |     |
| oreSilver                   | immersiveengineering:ore                  |        3 | Silver Ore                      |     |
| oreTenebrum                 | midnight:tenebrum_ore                     |        0 | Tenebrum Ore                    |     |
| oreTin                      | embers:ore_tin                            |        0 | Tin Ore                         |     |
| oreUranium                  | immersiveengineering:ore                  |        5 | Uranium Ore                     |     |
| paneGlass                   | minecraft:glass_pane                      |        0 | Glass Pane                      |     |
| paneGlass                   | minecraft:stained_glass_pane              |    32767 | (WILDCARD)                      |     |
| paneGlass                   | nex:soul_glass_pane                       |        0 | Soul Glass Pane                 |     |
| paneGlassBlack              | minecraft:stained_glass_pane              |       15 | Black Stained Glass Pane        |     |
