+-------------------------------------------+----------+---------------------------------+-------------------------------------------------------------+-----+
| Registry name                             | Meta/dmg | Display name                    | Ore Dict Keys                                               | NBT |
| inventorypets:nugget_lapis                |        0 | Lapis Nugget                    | nuggetLapis,shardLapis                                      |     |
| inventorypets:nugget_obsidian             |        0 | Obsidian Nugget                 | nuggetObsidian                                              |     |
| midnight:archaic_ore                      |        0 | Archaic Ore                     | oreArchaic                                                  |     |
| midnight:dark_willow_door                 |        0 | Dark Willow Door                | doorWood                                                    |     |
| midnight:dark_willow_leaves               |        0 | Dark Willow Leaves              | treeLeaves                                                  |     |
| midnight:dark_willow_log                  |        0 | Dark Willow Log                 | logWood                                                     |     |
| midnight:dark_willow_planks               |        0 | Dark Willow Planks              | plankWoodMidnight                                           |     |
| midnight:dead_wood_door                   |        0 | Dead Wood Door                  | doorWood                                                    |     |
| midnight:dead_wood_log                    |        0 | Dead Wood Log                   | logWood                                                     |     |
| midnight:dead_wood_planks                 |        0 | Dead Wood Planks                | plankWoodMidnight                                           |     |
| midnight:dewshroom_planks                 |        0 | Dewshroom Planks                | plankWoodMidnight                                           |     |
| midnight:ebonys_block                     |        0 | Ebonite Block                   | blockEbonys                                                 |     |
| midnight:ebonys_ore                       |        0 | Ebonite Ore                     | oreEbonys                                                   |     |
| midnight:nagrilite_block                  |        0 | Nagrilite Block                 | blockNagrilite                                              |     |
| midnight:nagrilite_ore                    |        0 | Nagrilite Ore                   | oreNagrilite                                                |     |
| midnight:nightshroom_planks               |        0 | Nightshroom Planks              | plankWoodMidnight                                           |     |
| midnight:shadowroot_chest                 |        0 | Shadowroot Chest                | chest,chestWood                                             |     |
| midnight:shadowroot_door                  |        0 | Shadowroot Door                 | doorWood                                                    |     |
| midnight:shadowroot_leaves                |        0 | Shadowroot Leaves               | treeLeaves                                                  |     |
| midnight:shadowroot_log                   |        0 | Shadowroot Log                  | logWood                                                     |     |
| midnight:shadowroot_planks                |        0 | Shadowroot Planks               | plankWoodMidnight                                           |     |
| midnight:tenebrum_block                   |        0 | Tenebrum Block                  | blockTenebrum                                               |     |
| midnight:tenebrum_ore                     |        0 | Tenebrum Ore                    | oreTenebrum                                                 |     |
| midnight:unstable_fruit_blue              |        0 | Blue Unstable Fruit             | unstableFruit                                               |     |
| midnight:unstable_fruit_green             |        0 | Green Unstable Fruit            | unstableFruit                                               |     |
| midnight:unstable_fruit_lime              |        0 | Lime Unstable Fruit             | unstableFruit                                               |     |
| midnight:viridshroom_planks               |        0 | Viridshroom Planks              | plankWoodMidnight                                           |     |
| minecraft:acacia_door                     |        0 | Acacia Door                     | doorWood                                                    |     |
| minecraft:acacia_fence                    |        0 | Acacia Fence                    | fenceWood                                                   |     |
| minecraft:acacia_fence_gate               |        0 | Acacia Fence Gate               | fenceGateWood                                               |     |
| minecraft:acacia_stairs                   |        0 | Acacia Wood Stairs              | stairWood                                                   |     |
| minecraft:birch_door                      |        0 | Birch Door                      | doorWood                                                    |     |
| minecraft:birch_fence                     |        0 | Birch Fence                     | fenceWood                                                   |     |
| minecraft:birch_fence_gate                |        0 | Birch Fence Gate                | fenceGateWood                                               |     |
| minecraft:birch_stairs                    |        0 | Birch Wood Stairs               | stairWood                                                   |     |
| minecraft:blaze_powder                    |        0 | Blaze Powder                    | powderBlaze                                                 |     |
| minecraft:blaze_rod                       |        0 | Blaze Rod                       | rodBlaze                                                    |     |
| minecraft:bone                            |        0 | Bone                            | bone                                                        |     |
| minecraft:brick                           |        0 | Brick                           | ingotBrick                                                  |     |
| minecraft:cactus                          |        0 | Cactus                          | blockCactus                                                 |     |
| minecraft:carrot                          |        0 | Carrot                          | cropCarrot                                                  |     |
| minecraft:chest                           |        0 | Chest                           | chest,chestWood                                             |     |
| minecraft:clay                            |        0 | Clay                            | blockClay                                                   |     |
| minecraft:coal                            |        0 | Coal                            | coal                                                        |     |
| minecraft:coal                            |        1 | Charcoal                        | charcoal,coal                                               |     |
| minecraft:coal_block                      |        0 | Block of Coal                   | blockCoal                                                   |     |
| minecraft:coal_ore                        |        0 | Coal Ore                        | oreCoal                                                     |     |
| minecraft:cobblestone                     |        0 | Cobblestone                     | cobblestone                                                 |     |
| minecraft:crafting_table                  |        0 | Crafting Table                  | craftingTableWood,workbench                                 |     |
| minecraft:dark_oak_door                   |        0 | Dark Oak Door                   | doorWood                                                    |     |
| minecraft:dark_oak_fence                  |        0 | Dark Oak Fence                  | fenceWood                                                   |     |
| minecraft:dark_oak_fence_gate             |        0 | Dark Oak Fence Gate             | fenceGateWood                                               |     |
| minecraft:dark_oak_stairs                 |        0 | Dark Oak Wood Stairs            | stairWood                                                   |     |
| minecraft:diamond                         |        0 | Diamond                         | gemDiamond                                                  |     |
| minecraft:diamond_block                   |        0 | Block of Diamond                | blockDiamond                                                |     |
| minecraft:diamond_ore                     |        0 | Diamond Ore                     | oreDiamond                                                  |     |
| minecraft:dirt                            |        0 | Dirt                            | dirt                                                        |     |
| minecraft:dirt                            |        2 | Podzol                          | podzol                                                      |     |
| minecraft:dye                             |        0 | Ink Sac                         | dye,dyeBlack                                                |     |
| minecraft:dye                             |        1 | Rose Red                        | dye,dyeRed                                                  |     |
| minecraft:dye                             |        2 | Cactus Green                    | dye,dyeGreen                                                |     |
| minecraft:dye                             |        3 | Cocoa Beans                     | dye,dyeBrown                                                |     |
| minecraft:dye                             |        4 | Lapis Lazuli                    | dye,dyeBlue,gemLapis                                        |     |
| minecraft:dye                             |        5 | Purple Dye                      | dye,dyePurple                                               |     |
| minecraft:dye                             |        6 | Cyan Dye                        | dye,dyeCyan                                                 |     |
| minecraft:dye                             |        7 | Light Gray Dye                  | dye,dyeLightGray                                            |     |
| minecraft:dye                             |        8 | Gray Dye                        | dye,dyeGray                                                 |     |
| minecraft:dye                             |        9 | Pink Dye                        | dye,dyePink                                                 |     |
| minecraft:dye                             |       10 | Lime Dye                        | dye,dyeLime                                                 |     |
| minecraft:dye                             |       11 | Dandelion Yellow                | dye,dyeYellow                                               |     |
| minecraft:dye                             |       12 | Light Blue Dye                  | dye,dyeLightBlue                                            |     |
| minecraft:dye                             |       13 | Magenta Dye                     | dye,dyeMagenta                                              |     |
| minecraft:dye                             |       14 | Orange Dye                      | dye,dyeOrange                                               |     |
| minecraft:dye                             |       15 | Bone Meal                       | dye,dyeWhite                                                |     |
| minecraft:dye                             |    32767 | (WILDCARD)                      | dye                                                         |     |
| minecraft:egg                             |        0 | Egg                             | egg                                                         |     |
| minecraft:emerald                         |        0 | Emerald                         | gemEmerald                                                  |     |
| minecraft:emerald_block                   |        0 | Block of Emerald                | blockEmerald                                                |     |
| minecraft:emerald_ore                     |        0 | Emerald Ore                     | oreEmerald                                                  |     |
| minecraft:end_stone                       |        0 | End Stone                       | endstone                                                    |     |
| minecraft:ender_chest                     |        0 | Ender Chest                     | chest,chestEnder                                            |     |
| minecraft:ender_pearl                     |        0 | Ender Pearl                     | enderpearl                                                  |     |
| minecraft:feather                         |        0 | Feather                         | feather                                                     |     |
| minecraft:fence                           |        0 | Oak Fence                       | fenceWood                                                   |     |
| minecraft:fence_gate                      |        0 | Oak Fence Gate                  | fenceGateWood                                               |     |
| minecraft:glass                           |        0 | Glass                           | blockGlass,blockGlassColorless                              |     |
| minecraft:glass_pane                      |        0 | Glass Pane                      | paneGlass,paneGlassColorless                                |     |
| minecraft:glowstone                       |        0 | Glowstone                       | glowstone                                                   |     |
| minecraft:glowstone_dust                  |        0 | Glowstone Dust                  | dustGlowstone                                               |     |
| minecraft:gold_block                      |        0 | Block of Gold                   | blockGold                                                   |     |
| minecraft:gold_ingot                      |        0 | Gold Ingot                      | ingotGold                                                   |     |
| minecraft:gold_nugget                     |        0 | Gold Nugget                     | nuggetGold                                                  |     |
| minecraft:gold_ore                        |        0 | Gold Ore                        | oreGold                                                     |     |
| minecraft:grass                           |        0 | Grass Block                     | grass                                                       |     |
| minecraft:gravel                          |        0 | Gravel                          | gravel                                                      |     |
| minecraft:gunpowder                       |        0 | Gunpowder                       | gunpowder                                                   |     |
| minecraft:hardened_clay                   |    32767 | (WILDCARD)                      | hardenedClay                                                |     |
| minecraft:ice                             |        0 | Ice                             | blockIce,ice                                                |     |
| minecraft:iron_block                      |        0 | Block of Iron                   | blockIron                                                   |     |
| minecraft:iron_ingot                      |        0 | Iron Ingot                      | ingotIron                                                   |     |
| minecraft:iron_nugget                     |        0 | Iron Nugget                     | nuggetIron                                                  |     |
| minecraft:iron_ore                        |        0 | Iron Ore                        | oreIron                                                     |     |
| minecraft:jungle_door                     |        0 | Jungle Door                     | doorWood                                                    |     |
| minecraft:jungle_fence                    |        0 | Jungle Fence                    | fenceWood                                                   |     |
| minecraft:jungle_fence_gate               |        0 | Jungle Fence Gate               | fenceGateWood                                               |     |
| minecraft:jungle_stairs                   |        0 | Jungle Wood Stairs              | stairWood                                                   |     |
| minecraft:lapis_block                     |        0 | Lapis Lazuli Block              | blockLapis                                                  |     |
| minecraft:lapis_ore                       |        0 | Lapis Lazuli Ore                | oreLapis                                                    |     |
| minecraft:leather                         |        0 | Leather                         | leather                                                     |     |
| minecraft:leaves                          |    32767 | (WILDCARD)                      | treeLeaves                                                  |     |
| minecraft:leaves2                         |    32767 | (WILDCARD)                      | treeLeaves                                                  |     |
| minecraft:log                             |    32767 | (WILDCARD)                      | logWood                                                     |     |
| minecraft:log2                            |    32767 | (WILDCARD)                      | logWood                                                     |     |
| minecraft:mycelium                        |        0 | Mycelium                        | mycelium                                                    |     |
| minecraft:nether_star                     |        0 | Nether Star                     | netherStar                                                  |     |
| minecraft:nether_wart                     |        0 | Nether Wart                     | cropNetherWart                                              |     |
| minecraft:netherbrick                     |        0 | Nether Brick                    | ingotBrickNether                                            |     |
| minecraft:netherrack                      |        0 | Netherrack                      | netherrack                                                  |     |
| minecraft:oak_stairs                      |        0 | Oak Wood Stairs                 | stairWood                                                   |     |
| minecraft:obsidian                        |        0 | Obsidian                        | obsidian                                                    |     |
| minecraft:packed_ice                      |        0 | Packed Ice                      | blockPackedIce                                              |     |
| minecraft:paper                           |        0 | Paper                           | paper                                                       |     |
| minecraft:planks                          |    32767 | (WILDCARD)                      | plankWood                                                   |     |
| minecraft:potato                          |        0 | Potato                          | cropPotato                                                  |     |
| minecraft:prismarine                      |        0 | Prismarine                      | blockPrismarine                                             |     |
| minecraft:prismarine                      |        1 | Prismarine Bricks               | blockPrismarineBrick                                        |     |
| minecraft:prismarine                      |        2 | Dark Prismarine                 | blockPrismarineDark                                         |     |
| minecraft:prismarine_crystals             |        0 | Prismarine Crystals             | dustPrismarine                                              |     |
| minecraft:prismarine_shard                |        0 | Prismarine Shard                | gemPrismarine                                               |     |
| minecraft:quartz                          |        0 | Nether Quartz                   | gemQuartz                                                   |     |
| minecraft:quartz_block                    |        0 | Block of Quartz                 | blockQuartz                                                 |     |
| minecraft:quartz_ore                      |        0 | Nether Quartz Ore               | oreQuartz                                                   |     |
| minecraft:record_11                       |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_13                       |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_blocks                   |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_cat                      |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_chirp                    |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_far                      |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_mall                     |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_mellohi                  |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_stal                     |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_strad                    |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_wait                     |        0 | Music Disc                      | record                                                      |     |
| minecraft:record_ward                     |        0 | Music Disc                      | record                                                      |     |
| minecraft:red_sandstone                   |    32767 | (WILDCARD)                      | sandstone                                                   |     |
| minecraft:redstone                        |        0 | Redstone                        | dustRedstone                                                |     |
| minecraft:redstone_block                  |        0 | Block of Redstone               | blockRedstone                                               |     |
| minecraft:redstone_ore                    |        0 | Redstone Ore                    | oreRedstone                                                 |     |
| minecraft:reeds                           |        0 | Sugar Canes                     | sugarcane                                                   |     |
| minecraft:sand                            |    32767 | (WILDCARD)                      | sand                                                        |     |
| minecraft:sandstone                       |    32767 | (WILDCARD)                      | sandstone                                                   |     |
| minecraft:sapling                         |    32767 | (WILDCARD)                      | treeSapling                                                 |     |
| minecraft:slime                           |        0 | Slime Block                     | blockSlime                                                  |     |
| minecraft:slime_ball                      |        0 | Slimeball                       | slimeball                                                   |     |
| minecraft:snow_layer                      |        0 | Snow                            | snowLayer                                                   |     |
| minecraft:soul_sand                       |        0 | Soul Sand                       | soulSand                                                    |     |
| minecraft:spruce_door                     |        0 | Spruce Door                     | doorWood                                                    |     |
| minecraft:spruce_fence                    |        0 | Spruce Fence                    | fenceWood                                                   |     |
| minecraft:spruce_fence_gate               |        0 | Spruce Fence Gate               | fenceGateWood                                               |     |
| minecraft:spruce_stairs                   |        0 | Spruce Wood Stairs              | stairWood                                                   |     |
| minecraft:stained_glass                   |        0 | White Stained Glass             | blockGlass,blockGlassWhite                                  |     |
| minecraft:stained_glass                   |        1 | Orange Stained Glass            | blockGlass,blockGlassOrange                                 |     |
| minecraft:stained_glass                   |        2 | Magenta Stained Glass           | blockGlass,blockGlassMagenta                                |     |
| minecraft:stained_glass                   |        3 | Light Blue Stained Glass        | blockGlass,blockGlassLightBlue                              |     |
| minecraft:stained_glass                   |        4 | Yellow Stained Glass            | blockGlass,blockGlassYellow                                 |     |
| minecraft:stained_glass                   |        5 | Lime Stained Glass              | blockGlass,blockGlassLime                                   |     |
| minecraft:stained_glass                   |        6 | Pink Stained Glass              | blockGlass,blockGlassPink                                   |     |
| minecraft:stained_glass                   |        7 | Gray Stained Glass              | blockGlass,blockGlassGray                                   |     |
| minecraft:stained_glass                   |        8 | Light Gray Stained Glass        | blockGlass,blockGlassLightGray                              |     |
| minecraft:stained_glass                   |        9 | Cyan Stained Glass              | blockGlass,blockGlassCyan                                   |     |
| minecraft:stained_glass                   |       10 | Purple Stained Glass            | blockGlass,blockGlassPurple                                 |     |
| minecraft:stained_glass                   |       11 | Blue Stained Glass              | blockGlass,blockGlassBlue                                   |     |
| minecraft:stained_glass                   |       12 | Brown Stained Glass             | blockGlass,blockGlassBrown                                  |     |
| minecraft:stained_glass                   |       13 | Green Stained Glass             | blockGlass,blockGlassGreen                                  |     |
| minecraft:stained_glass                   |       14 | Red Stained Glass               | blockGlass,blockGlassRed                                    |     |
| minecraft:stained_glass                   |       15 | Black Stained Glass             | blockGlass,blockGlassBlack                                  |     |
| minecraft:stained_glass                   |    32767 | (WILDCARD)                      | blockGlass                                                  |     |
| minecraft:stained_glass_pane              |        0 | White Stained Glass Pane        | paneGlass,paneGlassWhite                                    |     |
| minecraft:stained_glass_pane              |        1 | Orange Stained Glass Pane       | paneGlass,paneGlassOrange                                   |     |
| minecraft:stained_glass_pane              |        2 | Magenta Stained Glass Pane      | paneGlass,paneGlassMagenta                                  |     |
| minecraft:stained_glass_pane              |        3 | Light Blue Stained Glass Pane   | paneGlass,paneGlassLightBlue                                |     |
| minecraft:stained_glass_pane              |        4 | Yellow Stained Glass Pane       | paneGlass,paneGlassYellow                                   |     |
| minecraft:stained_glass_pane              |        5 | Lime Stained Glass Pane         | paneGlass,paneGlassLime                                     |     |
| minecraft:stained_glass_pane              |        6 | Pink Stained Glass Pane         | paneGlass,paneGlassPink                                     |     |
| minecraft:stained_glass_pane              |        7 | Gray Stained Glass Pane         | paneGlass,paneGlassGray                                     |     |
| minecraft:stained_glass_pane              |        8 | Light Gray Stained Glass Pane   | paneGlass,paneGlassLightGray                                |     |
| minecraft:stained_glass_pane              |        9 | Cyan Stained Glass Pane         | paneGlass,paneGlassCyan                                     |     |
| minecraft:stained_glass_pane              |       10 | Purple Stained Glass Pane       | paneGlass,paneGlassPurple                                   |     |
| minecraft:stained_glass_pane              |       11 | Blue Stained Glass Pane         | paneGlass,paneGlassBlue                                     |     |
| minecraft:stained_glass_pane              |       12 | Brown Stained Glass Pane        | paneGlass,paneGlassBrown                                    |     |
| minecraft:stained_glass_pane              |       13 | Green Stained Glass Pane        | paneGlass,paneGlassGreen                                    |     |
| minecraft:stained_glass_pane              |       14 | Red Stained Glass Pane          | paneGlass,paneGlassRed                                      |     |
| minecraft:stained_glass_pane              |       15 | Black Stained Glass Pane        | paneGlass,paneGlassBlack                                    |     |
| minecraft:stained_glass_pane              |    32767 | (WILDCARD)                      | paneGlass                                                   |     |
| minecraft:stick                           |        0 | Stick                           | stickWood                                                   |     |
| minecraft:stone                           |        0 | Stone                           | stone                                                       |     |
| minecraft:stone                           |        1 | Granite                         | stoneGranite                                                |     |
| minecraft:stone                           |        2 | Polished Granite                | stoneGranitePolished                                        |     |
| minecraft:stone                           |        3 | Diorite                         | stoneDiorite                                                |     |
| minecraft:stone                           |        4 | Polished Diorite                | stoneDioritePolished                                        |     |
| minecraft:stone                           |        5 | Andesite                        | stoneAndesite                                               |     |
| minecraft:stone                           |        6 | Polished Andesite               | stoneAndesitePolished                                       |     |
| minecraft:stone_slab                      |        3 | Cobblestone Slab                | slabCobblestone                                             |     |
| minecraft:stonebrick                      |        0 | Stone Bricks                    | bricksStone                                                 |     |
| minecraft:string                          |        0 | String                          | string                                                      |     |
| minecraft:torch                           |        0 | Torch                           | torch                                                       |     |
| minecraft:trapped_chest                   |        0 | Trapped Chest                   | chest,chestTrapped                                          |     |
| minecraft:vine                            |        0 | Vines                           | vine                                                        |     |
| minecraft:wheat                           |        0 | Wheat                           | cropWheat                                                   |     |
| minecraft:wooden_door                     |        0 | Oak Door                        | doorWood                                                    |     |
| minecraft:wooden_slab                     |    32767 | (WILDCARD)                      | slabWood                                                    |     |
| minecraft:wool                            |        0 | White Wool                      | blockWool,wool,woolWhite                                    |     |
| minecraft:wool                            |        1 | Orange Wool                     | wool,woolOrange                                             |     |
| minecraft:wool                            |        2 | Magenta Wool                    | wool,woolMagenta                                            |     |
| minecraft:wool                            |        3 | Light Blue Wool                 | wool,woolLightBlue                                          |     |
| minecraft:wool                            |        4 | Yellow Wool                     | wool,woolYellow                                             |     |
| minecraft:wool                            |        5 | Lime Wool                       | wool,woolLime                                               |     |
| minecraft:wool                            |        6 | Pink Wool                       | wool,woolPink                                               |     |
| minecraft:wool                            |        7 | Gray Wool                       | wool,woolGray                                               |     |
| minecraft:wool                            |        8 | Light Gray Wool                 | wool,woolLightGray                                          |     |
| minecraft:wool                            |        9 | Cyan Wool                       | wool,woolCyan                                               |     |
| minecraft:wool                            |       10 | Purple Wool                     | wool,woolPurple                                             |     |
| minecraft:wool                            |       11 | Blue Wool                       | wool,woolBlue                                               |     |
| minecraft:wool                            |       12 | Brown Wool                      | wool,woolBrown                                              |     |
| minecraft:wool                            |       13 | Green Wool                      | wool,woolGreen                                              |     |
| minecraft:wool                            |       14 | Red Wool                        | wool,woolRed                                                |     |
| minecraft:wool                            |       15 | Black Wool                      | wool,woolBlack                                              |     |
| minecraft:wool                            |    32767 | (WILDCARD)                      | wool                                                        |     |
| naturalpledge:alt_leaves0                 |        0 | Dry Iridescent Leaves           | treeLeaves                                                  |     |
| naturalpledge:alt_leaves0                 |        1 | Golden Iridescent Leaves        | treeLeaves                                                  |     |
| naturalpledge:alt_leaves0                 |        2 | Vivid Iridescent Leaves         | treeLeaves                                                  |     |
| naturalpledge:alt_leaves0                 |        3 | Scorched Iridescent Leaves      | treeLeaves                                                  |     |
| naturalpledge:alt_leaves1                 |        0 | Infused Iridescent Leaves       | treeLeaves                                                  |     |
| naturalpledge:alt_leaves1                 |        1 | Mutated Iridescent Leaves       | treeLeaves                                                  |     |
| naturalpledge:alt_log0                    |        0 | Dry Iridescent Log              | logWood                                                     |     |
| naturalpledge:alt_log0                    |        1 | Golden Iridescent Log           | logWood                                                     |     |
| naturalpledge:alt_log0                    |        2 | Vivid Iridescent Log            | logWood                                                     |     |
| naturalpledge:alt_log0                    |        3 | Scorched Iridescent Log         | logWood                                                     |     |
| naturalpledge:alt_log1                    |        0 | Infused Iridescent Log          | logWood                                                     |     |
| naturalpledge:alt_log1                    |        1 | Mutated Iridescent Log          | logWood                                                     |     |
| naturalpledge:alt_planks                  |        0 | Dry Iridescent Planks           | plankWood                                                   |     |
| naturalpledge:alt_planks                  |        1 | Golden Iridescent Planks        | plankWood                                                   |     |
| naturalpledge:alt_planks                  |        2 | Vivid Iridescent Planks         | plankWood                                                   |     |
| naturalpledge:alt_planks                  |        3 | Scorched Iridescent Planks      | plankWood                                                   |     |
| naturalpledge:alt_planks                  |        4 | Infused Iridescent Planks       | plankWood                                                   |     |
| naturalpledge:alt_planks                  |        5 | Mutated Iridescent Planks       | plankWood                                                   |     |
| naturalpledge:alt_planks_slab0            |        0 | Dry Iridescent Planks Slab      | slabWood                                                    |     |
| naturalpledge:alt_planks_slab1            |        0 | Golden Iridescent Planks Slab   | slabWood                                                    |     |
| naturalpledge:alt_planks_slab2            |        0 | Vivid Iridescent Planks Slab    | slabWood                                                    |     |
| naturalpledge:alt_planks_slab3            |        0 | Scorched Iridescent Planks Slab | slabWood                                                    |     |
| naturalpledge:alt_planks_slab4            |        0 | Infused Iridescent Planks Slab  | slabWood                                                    |     |
| naturalpledge:alt_planks_slab5            |        0 | Mutated Iridescent Planks Slab  | slabWood                                                    |     |
| naturalpledge:aqua_glass                  |    32767 | (WILDCARD)                      | blockGlass                                                  |     |
| naturalpledge:aurora_dirt                 |    32767 | (WILDCARD)                      | dirt,irisDirt                                               |     |
| naturalpledge:aurora_leaves               |        0 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:aurora_log                  |        0 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:aurora_planks               |        0 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:aurora_planks_slab          |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:calico_leaves               |        0 | Calico Leaves                   | treeLeaves                                                  |     |
| naturalpledge:calico_log                  |        0 | Calico Log                      | logWood                                                     |     |
| naturalpledge:calico_planks               |        0 | Calico Planks                   | plankCalico,plankWood                                       |     |
| naturalpledge:calico_planks               |    32767 | (WILDCARD)                      | plankCalico                                                 |     |
| naturalpledge:calico_planks_slab          |        0 | Calico Planks Slab              | slabWood                                                    |     |
| naturalpledge:calico_sapling              |        0 | Calico Sapling                  | treeSapling                                                 |     |
| naturalpledge:circuit_leaves              |        0 | Circuitree Leaves               | treeLeaves                                                  |     |
| naturalpledge:circuit_log                 |        0 | Circuitree Log                  | logWood                                                     |     |
| naturalpledge:circuit_planks              |        0 | Circuitree Planks               | plankCircuit,plankWood                                      |     |
| naturalpledge:circuit_planks              |    32767 | (WILDCARD)                      | plankCircuit                                                |     |
| naturalpledge:circuit_planks_slab         |        0 | Circuitree Planks Slab          | slabWood                                                    |     |
| naturalpledge:circuit_sapling             |        0 | Circuitree Sapling              | treeSapling                                                 |     |
| naturalpledge:dye_shard                   |        0 | White Iridescent Shard          | dye,dyeWhite,irisDyeWhite                                   |     |
| naturalpledge:dye_shard                   |        1 | Orange Iridescent Shard         | dye,dyeOrange,irisDyeOrange                                 |     |
| naturalpledge:dye_shard                   |        2 | Magenta Iridescent Shard        | dye,dyeMagenta,irisDyeMagenta                               |     |
| naturalpledge:dye_shard                   |        3 | Light Blue Iridescent Shard     | dye,dyeLightBlue,irisDyeLightBlue                           |     |
| naturalpledge:dye_shard                   |        4 | Yellow Iridescent Shard         | dye,dyeYellow,irisDyeYellow                                 |     |
| naturalpledge:dye_shard                   |        5 | Lime Iridescent Shard           | dye,dyeLime,irisDyeLime                                     |     |
| naturalpledge:dye_shard                   |        6 | Pink Iridescent Shard           | dye,dyePink,irisDyePink                                     |     |
| naturalpledge:dye_shard                   |        7 | Gray Iridescent Shard           | dye,dyeGray,irisDyeGray                                     |     |
| naturalpledge:dye_shard                   |        8 | Light Gray Iridescent Shard     | dye,dyeLightGray,irisDyeLightGray                           |     |
| naturalpledge:dye_shard                   |        9 | Cyan Iridescent Shard           | dye,dyeCyan,irisDyeCyan                                     |     |
| naturalpledge:dye_shard                   |       10 | Purple Iridescent Shard         | dye,dyePurple,irisDyePurple                                 |     |
| naturalpledge:dye_shard                   |       11 | Blue Iridescent Shard           | dye,dyeBlue,irisDyeBlue                                     |     |
| naturalpledge:dye_shard                   |       12 | Brown Iridescent Shard          | dye,dyeBrown,irisDyeBrown                                   |     |
| naturalpledge:dye_shard                   |       13 | Green Iridescent Shard          | dye,dyeGreen,irisDyeGreen                                   |     |
| naturalpledge:dye_shard                   |       14 | Red Iridescent Shard            | dye,dyeRed,irisDyeRed                                       |     |
| naturalpledge:dye_shard                   |       15 | Black Iridescent Shard          | dye,dyeBlack,irisDyeBlack                                   |     |
| naturalpledge:dye_shard                   |       16 | Bifrost Iridescent Shard        | dye,dyeRainbow,irisDyeRainbow                               |     |
| naturalpledge:holy_symbol                 |        0 | Holy Symbol                     | holySymbol                                                  |     |
| naturalpledge:iris_dirt                   |    32767 | (WILDCARD)                      | dirt,irisDirt                                               |     |
| naturalpledge:iris_dye                    |        0 | White Iridescent Crystal        | dye,dyeWhite,irisDye,irisDyeWhite                           |     |
| naturalpledge:iris_dye                    |        1 | Orange Iridescent Crystal       | dye,dyeOrange,irisDye,irisDyeOrange                         |     |
| naturalpledge:iris_dye                    |        2 | Magenta Iridescent Crystal      | dye,dyeMagenta,irisDye,irisDyeMagenta                       |     |
| naturalpledge:iris_dye                    |        3 | Light Blue Iridescent Crystal   | dye,dyeLightBlue,irisDye,irisDyeLightBlue                   |     |
| naturalpledge:iris_dye                    |        4 | Yellow Iridescent Crystal       | dye,dyeYellow,irisDye,irisDyeYellow                         |     |
| naturalpledge:iris_dye                    |        5 | Lime Iridescent Crystal         | dye,dyeLime,irisDye,irisDyeLime                             |     |
| naturalpledge:iris_dye                    |        6 | Pink Iridescent Crystal         | dye,dyePink,irisDye,irisDyePink                             |     |
| naturalpledge:iris_dye                    |        7 | Gray Iridescent Crystal         | dye,dyeGray,irisDye,irisDyeGray                             |     |
| naturalpledge:iris_dye                    |        8 | Light Gray Iridescent Crystal   | dye,dyeLightGray,irisDye,irisDyeLightGray                   |     |
| naturalpledge:iris_dye                    |        9 | Cyan Iridescent Crystal         | dye,dyeCyan,irisDye,irisDyeCyan                             |     |
| naturalpledge:iris_dye                    |       10 | Purple Iridescent Crystal       | dye,dyePurple,irisDye,irisDyePurple                         |     |
| naturalpledge:iris_dye                    |       11 | Blue Iridescent Crystal         | dye,dyeBlue,irisDye,irisDyeBlue                             |     |
| naturalpledge:iris_dye                    |       12 | Brown Iridescent Crystal        | dye,dyeBrown,irisDye,irisDyeBrown                           |     |
| naturalpledge:iris_dye                    |       13 | Green Iridescent Crystal        | dye,dyeGreen,irisDye,irisDyeGreen                           |     |
| naturalpledge:iris_dye                    |       14 | Red Iridescent Crystal          | dye,dyeRed,irisDye,irisDyeRed                               |     |
| naturalpledge:iris_dye                    |       15 | Black Iridescent Crystal        | dye,dyeBlack,irisDye,irisDyeBlack                           |     |
| naturalpledge:iris_dye                    |       16 | Bifrost Iridescent Crystal      | dye,dyeRainbow,irisDye,irisDyeRainbow                       |     |
| naturalpledge:iris_dye_awakened           |        0 | White Awakened Crystal          | dye,dyeWhite,irisDye,irisDyeAwakened,irisDyeWhite           |     |
| naturalpledge:iris_dye_awakened           |        1 | Orange Awakened Crystal         | dye,dyeOrange,irisDye,irisDyeAwakened,irisDyeOrange         |     |
| naturalpledge:iris_dye_awakened           |        2 | Magenta Awakened Crystal        | dye,dyeMagenta,irisDye,irisDyeAwakened,irisDyeMagenta       |     |
