+-----------------------------+--------------------------------------------------------------+------------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                        |
| of the Block class in question. The actual final values may be different                                              |
| for different states of the block, or they may depend on a TileEntity etc.                                            |
+-----------------------------+--------------------------------------------------------------+------------+-------------+
| Mod name                    | Registry name                                                |   Hardness |  Resistance |
| Embers Rekindled            | embers:mechanical_pump                                       |       1.00 |        5.00 |
| Embers Rekindled            | embers:mini_boiler                                           |       1.60 |        8.00 |
| Embers Rekindled            | embers:mixer                                                 |       1.00 |        5.00 |
| Embers Rekindled            | embers:nickel                                                |       0.00 |        0.00 |
| Embers Rekindled            | embers:ore_aluminum                                          |       1.60 |        8.00 |
| Embers Rekindled            | embers:ore_copper                                            |       1.80 |        9.00 |
| Embers Rekindled            | embers:ore_lead                                              |       2.50 |       12.50 |
| Embers Rekindled            | embers:ore_nickel                                            |       2.20 |       11.00 |
| Embers Rekindled            | embers:ore_quartz                                            |       1.90 |        9.50 |
| Embers Rekindled            | embers:ore_silver                                            |       2.50 |       12.50 |
| Embers Rekindled            | embers:ore_tin                                               |       1.30 |        6.50 |
| Embers Rekindled            | embers:pipe                                                  |       1.00 |        5.00 |
| Embers Rekindled            | embers:pump                                                  |       1.00 |        5.00 |
| Embers Rekindled            | embers:reaction_chamber                                      |       1.60 |        8.00 |
| Embers Rekindled            | embers:reactor                                               |       1.60 |        8.00 |
| Embers Rekindled            | embers:sealed_planks                                         |       2.50 |       12.50 |
| Embers Rekindled            | embers:seed                                                  |       1.60 |        8.00 |
| Embers Rekindled            | embers:seed_aluminum                                         |       1.60 |        8.00 |
| Embers Rekindled            | embers:seed_copper                                           |       1.60 |        8.00 |
| Embers Rekindled            | embers:seed_dawnstone                                        |       1.60 |        8.00 |
| Embers Rekindled            | embers:seed_gold                                             |       1.60 |        8.00 |
| Embers Rekindled            | embers:seed_iron                                             |       1.60 |        8.00 |
| Embers Rekindled            | embers:seed_lead                                             |       1.60 |        8.00 |
| Embers Rekindled            | embers:seed_nickel                                           |       1.60 |        8.00 |
| Embers Rekindled            | embers:seed_silver                                           |       1.60 |        8.00 |
| Embers Rekindled            | embers:seed_tin                                              |       1.60 |        8.00 |
| Embers Rekindled            | embers:silver                                                |       0.00 |        0.00 |
| Embers Rekindled            | embers:stairs_ashen_brick                                    |       1.60 |        8.00 |
| Embers Rekindled            | embers:stairs_ashen_stone                                    |       1.60 |        8.00 |
| Embers Rekindled            | embers:stairs_ashen_tile                                     |       1.60 |        8.00 |
| Embers Rekindled            | embers:stairs_caminite_brick                                 |       1.60 |        8.00 |
| Embers Rekindled            | embers:stamper                                               |       1.00 |        5.00 |
| Embers Rekindled            | embers:stamper_base                                          |       1.00 |        5.00 |
| Embers Rekindled            | embers:stirling                                              |       1.60 |        8.00 |
| Embers Rekindled            | embers:stone_edge                                            |       1.00 |        5.00 |
| Embers Rekindled            | embers:stone_valve                                           |       1.00 |        5.00 |
| Embers Rekindled            | embers:structure_marker                                      |       1.60 |        8.00 |
| Embers Rekindled            | embers:tin                                                   |       0.00 |        0.00 |
| Embers Rekindled            | embers:vacuum                                                |       1.60 |        8.00 |
| Embers Rekindled            | embers:wall_ashen_brick                                      |       1.60 |        8.00 |
| Embers Rekindled            | embers:wall_ashen_stone                                      |       1.60 |        8.00 |
| Embers Rekindled            | embers:wall_ashen_tile                                       |       1.60 |        8.00 |
| Embers Rekindled            | embers:wall_caminite_brick                                   |       1.60 |        8.00 |
| Embers Rekindled            | embers:wrapped_sealed_planks                                 |       3.10 |       15.50 |
| Engineer's Decor            | engineersdecor:clinker_brick_block                           |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:clinker_brick_slab                            |       2.00 |       60.00 |
| Engineer's Decor            | engineersdecor:clinker_brick_stained_block                   |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:clinker_brick_stained_slab                    |       2.00 |       60.00 |
| Engineer's Decor            | engineersdecor:clinker_brick_stained_stairs                  |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:clinker_brick_stairs                          |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:clinker_brick_wall                            |       2.00 |       60.00 |
| Engineer's Decor            | engineersdecor:concrete_wall                                 |       5.00 |       60.00 |
| Engineer's Decor            | engineersdecor:factory_dropper                               |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:factory_hopper                                |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:factory_placer                                |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:gas_concrete                                  |       1.50 |       30.00 |
| Engineer's Decor            | engineersdecor:gas_concrete_slab                             |       1.50 |       30.00 |
| Engineer's Decor            | engineersdecor:gas_concrete_stairs                           |       5.00 |     6000.00 |
| Engineer's Decor            | engineersdecor:gas_concrete_wall                             |       1.50 |       30.00 |
| Engineer's Decor            | engineersdecor:halfslab_concrete                             |       1.00 |       30.00 |
| Engineer's Decor            | engineersdecor:halfslab_gas_concrete                         |       1.50 |       30.00 |
| Engineer's Decor            | engineersdecor:halfslab_rebar_concrete                       |       2.00 |     6000.00 |
| Engineer's Decor            | engineersdecor:halfslab_sheetmetal_aluminum                  |       0.60 |       30.00 |
| Engineer's Decor            | engineersdecor:halfslab_sheetmetal_copper                    |       0.80 |       30.00 |
| Engineer's Decor            | engineersdecor:halfslab_sheetmetal_gold                      |       0.60 |       30.00 |
| Engineer's Decor            | engineersdecor:halfslab_sheetmetal_iron                      |       0.80 |       30.00 |
| Engineer's Decor            | engineersdecor:halfslab_sheetmetal_steel                     |       0.80 |       30.00 |
| Engineer's Decor            | engineersdecor:halfslab_treated_wood                         |       0.60 |       12.00 |
| Engineer's Decor            | engineersdecor:iron_floor_edge_light                         |       0.50 |       45.00 |
| Engineer's Decor            | engineersdecor:iron_inset_light                              |       0.50 |       45.00 |
| Engineer's Decor            | engineersdecor:labeled_crate                                 |       0.50 |      384.00 |
| Engineer's Decor            | engineersdecor:metal_rung_ladder                             |       0.50 |       60.00 |
| Engineer's Decor            | engineersdecor:metal_rung_steps                              |       0.50 |       60.00 |
| Engineer's Decor            | engineersdecor:panzerglass_block                             |       1.00 |     6000.00 |
| Engineer's Decor            | engineersdecor:passive_fluid_accumulator                     |       0.70 |       45.00 |
| Engineer's Decor            | engineersdecor:rebar_concrete                                |       5.00 |     6000.00 |
| Engineer's Decor            | engineersdecor:rebar_concrete_slab                           |       5.00 |     6000.00 |
| Engineer's Decor            | engineersdecor:rebar_concrete_stairs                         |       5.00 |     6000.00 |
| Engineer's Decor            | engineersdecor:rebar_concrete_tile                           |       5.00 |     6000.00 |
| Engineer's Decor            | engineersdecor:rebar_concrete_tile_slab                      |       5.00 |     6000.00 |
| Engineer's Decor            | engineersdecor:rebar_concrete_tile_stairs                    |       5.00 |     6000.00 |
| Engineer's Decor            | engineersdecor:rebar_concrete_wall                           |       5.00 |     6000.00 |
| Engineer's Decor            | engineersdecor:sign_danger                                   |       0.10 |        3.00 |
| Engineer's Decor            | engineersdecor:sign_decor                                    |       0.10 |     3000.00 |
| Engineer's Decor            | engineersdecor:sign_defense                                  |       0.10 |        3.00 |
| Engineer's Decor            | engineersdecor:sign_exit                                     |       0.10 |        3.00 |
| Engineer's Decor            | engineersdecor:sign_factoryarea                              |       0.10 |        3.00 |
| Engineer's Decor            | engineersdecor:sign_hotwire                                  |       0.10 |        3.00 |
| Engineer's Decor            | engineersdecor:slag_brick_block                              |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:slag_brick_slab                               |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:slag_brick_stairs                             |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:slag_brick_wall                               |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:small_block_breaker                           |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:small_electrical_furnace                      |       0.50 |       45.00 |
| Engineer's Decor            | engineersdecor:small_fluid_funnel                            |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:small_lab_furnace                             |       0.50 |       45.00 |
| Engineer's Decor            | engineersdecor:small_milking_machine                         |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:small_mineral_smelter                         |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:small_solar_panel                             |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:small_tree_cutter                             |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:small_waste_incinerator                       |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:steel_double_t_support                        |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:steel_floor_grating                           |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:steel_framed_window                           |       0.50 |       45.00 |
| Engineer's Decor            | engineersdecor:steel_mesh_fence                              |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:steel_mesh_fence_gate                         |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:steel_table                                   |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:straight_pipe_valve                           |       0.70 |       45.00 |
| Engineer's Decor            | engineersdecor:straight_pipe_valve_redstone                  |       0.70 |       45.00 |
| Engineer's Decor            | engineersdecor:straight_pipe_valve_redstone_analog           |       0.70 |       45.00 |
| Engineer's Decor            | engineersdecor:thick_steel_pole                              |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:thick_steel_pole_head                         |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:thin_steel_pole                               |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:thin_steel_pole_head                          |       2.00 |       45.00 |
| Engineer's Decor            | engineersdecor:treated_wood_broad_windowsill                 |       1.00 |       30.00 |
| Engineer's Decor            | engineersdecor:treated_wood_crafting_table                   |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:treated_wood_ladder                           |       0.50 |       30.00 |
| Engineer's Decor            | engineersdecor:treated_wood_pole                             |       1.00 |       30.00 |
| Engineer's Decor            | engineersdecor:treated_wood_pole_head                        |       1.00 |       30.00 |
| Engineer's Decor            | engineersdecor:treated_wood_pole_support                     |       1.00 |       30.00 |
| Engineer's Decor            | engineersdecor:treated_wood_side_table                       |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:treated_wood_stool                            |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:treated_wood_table                            |       1.00 |       45.00 |
| Engineer's Decor            | engineersdecor:treated_wood_window                           |       0.50 |       30.00 |
| Engineer's Decor            | engineersdecor:treated_wood_windowsill                       |       1.00 |       30.00 |
| Engineer's Doors            | engineersdoors:door_concrete                                 |       2.50 |       30.00 |
| Engineer's Doors            | engineersdoors:door_concrete_ornate                          |       2.50 |       90.00 |
| Engineer's Doors            | engineersdoors:door_concrete_reinforced                      |       2.50 |       90.00 |
| Engineer's Doors            | engineersdoors:door_steel                                    |       3.00 |       45.00 |
| Engineer's Doors            | engineersdoors:door_steel_ornate                             |       3.00 |      135.00 |
| Engineer's Doors            | engineersdoors:door_steel_reinforced                         |       3.00 |      135.00 |
| Engineer's Doors            | engineersdoors:door_treated                                  |       2.00 |       15.00 |
| Engineer's Doors            | engineersdoors:door_treated_ornate                           |       2.00 |       45.00 |
| Engineer's Doors            | engineersdoors:door_treated_reinforced                       |       2.00 |       45.00 |
| Engineer's Doors            | engineersdoors:fencegate_aluminium                           |       3.00 |       36.00 |
| Engineer's Doors            | engineersdoors:fencegate_steel                               |       3.00 |       45.00 |
| Engineer's Doors            | engineersdoors:fencegate_treated                             |       2.00 |       15.00 |
| Engineer's Doors            | engineersdoors:trapdoor_concrete                             |       2.50 |       30.00 |
| Engineer's Doors            | engineersdoors:trapdoor_steel                                |       3.00 |       45.00 |
| Engineer's Doors            | engineersdoors:trapdoor_treated                              |       2.00 |       15.00 |
| Immersive Engineering       | immersiveengineering:aluminum_scaffolding_stairs0            |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:aluminum_scaffolding_stairs1            |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:aluminum_scaffolding_stairs2            |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:cloth_device                            |       0.80 |        4.00 |
| Immersive Engineering       | immersiveengineering:connector                               |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:conveyor                                |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:fake_light                              |       0.00 |        0.00 |
| Immersive Engineering       | immersiveengineering:fluidbiodiesel                          |       0.00 |        0.00 |
| Immersive Engineering       | immersiveengineering:fluidconcrete                           |       0.00 |        0.00 |
| Immersive Engineering       | immersiveengineering:fluidcreosote                           |       0.00 |        0.00 |
| Immersive Engineering       | immersiveengineering:fluidethanol                            |       0.00 |        0.00 |
| Immersive Engineering       | immersiveengineering:fluidplantoil                           |       0.00 |        0.00 |
| Immersive Engineering       | immersiveengineering:hemp                                    |       0.00 |        0.00 |
| Immersive Engineering       | immersiveengineering:metal_decoration0                       |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:metal_decoration1                       |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:metal_decoration1_slab                  |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:metal_decoration2                       |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:metal_device0                           |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:metal_device1                           |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:metal_ladder                            |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:metal_multiblock                        |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:ore                                     |       3.00 |       15.00 |
| Immersive Engineering       | immersiveengineering:sheetmetal                              |       3.00 |       30.00 |
| Immersive Engineering       | immersiveengineering:sheetmetal_slab                         |       3.00 |       30.00 |
| Immersive Engineering       | immersiveengineering:steel_scaffolding_stairs0               |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:steel_scaffolding_stairs1               |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:steel_scaffolding_stairs2               |       3.00 |       45.00 |
| Immersive Engineering       | immersiveengineering:stone_decoration                        |       2.00 |       30.00 |
| Immersive Engineering       | immersiveengineering:stone_decoration_slab                   |       2.00 |       30.00 |
| Immersive Engineering       | immersiveengineering:stone_decoration_stairs_concrete        |       2.00 |       30.00 |
| Immersive Engineering       | immersiveengineering:stone_decoration_stairs_concrete_leaded |       2.00 |       30.00 |
| Immersive Engineering       | immersiveengineering:stone_decoration_stairs_concrete_tile   |       2.00 |       30.00 |
| Immersive Engineering       | immersiveengineering:stone_decoration_stairs_hempcrete       |       2.00 |       30.00 |
| Immersive Engineering       | immersiveengineering:stone_device                            |       2.00 |       60.00 |
| Immersive Engineering       | immersiveengineering:storage                                 |       5.00 |       30.00 |
| Immersive Engineering       | immersiveengineering:storage_slab                            |       5.00 |       30.00 |
| Immersive Engineering       | immersiveengineering:treated_wood                            |       2.00 |       15.00 |
| Immersive Engineering       | immersiveengineering:treated_wood_slab                       |       2.00 |       15.00 |
| Immersive Engineering       | immersiveengineering:treated_wood_stairs0                    |       2.00 |       15.00 |
| Immersive Engineering       | immersiveengineering:treated_wood_stairs1                    |       2.00 |       15.00 |
| Immersive Engineering       | immersiveengineering:treated_wood_stairs2                    |       2.00 |       15.00 |
| Immersive Engineering       | immersiveengineering:wooden_decoration                       |       2.00 |       15.00 |
| Immersive Engineering       | immersiveengineering:wooden_device0                          |       2.00 |       15.00 |
| Immersive Engineering       | immersiveengineering:wooden_device1                          |       2.00 |       15.00 |
| Immersive Petroleum         | immersivepetroleum:dummy                                     |       0.00 |        0.00 |
| Immersive Petroleum         | immersivepetroleum:fluid_crude_oil                           |       0.00 |        0.00 |
| Immersive Petroleum         | immersivepetroleum:fluid_diesel                              |       0.00 |        0.00 |
| Immersive Petroleum         | immersivepetroleum:fluid_gasoline                            |       0.00 |        0.00 |
| Immersive Petroleum         | immersivepetroleum:fluid_lubricant                           |       0.00 |        0.00 |
| Immersive Petroleum         | immersivepetroleum:fluid_napalm                              |       0.00 |        0.00 |
| Immersive Petroleum         | immersivepetroleum:metal_device                              |       3.00 |       45.00 |
| Immersive Petroleum         | immersivepetroleum:metal_multiblock                          |       3.00 |       45.00 |
| Immersive Petroleum         | immersivepetroleum:stone_decoration                          |       2.00 |       30.00 |
| Improved Backpacks          | improvedbackpacks:backpack                                   |       0.00 |       45.00 |
| Improved Backpacks          | improvedbackpacks:ender_backpack                             |       0.00 |       45.00 |
| Inventory Pets              | inventorypets:cloud                                          |      10.00 |       30.00 |
| Inventory Pets              | inventorypets:cloud_spawn                                    |      10.00 |       30.00 |
| Inventory Pets              | inventorypets:sand                                           |       2.00 |       30.00 |
| Inventory Pets              | inventorypets:sand_spawn                                     |       2.00 |       30.00 |
| Inventory Pets              | inventorypets:stone                                          |       2.00 |       30.00 |
| Inventory Pets              | inventorypets:stone_spawn                                    |       2.00 |       30.00 |
| Iron Chest                  | ironchest:iron_chest                                         |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_black                             |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_blue                              |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_brown                             |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_cyan                              |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_gray                              |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_green                             |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_light_blue                        |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_lime                              |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_magenta                           |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_orange                            |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_pink                              |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_purple                            |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_red                               |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_silver                            |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_white                             |       3.00 |       15.00 |
| Iron Chest                  | ironchest:iron_shulker_box_yellow                            |       3.00 |       15.00 |
| Mega Loot                   | megaloot:disenchanter                                        |       1.00 |        5.00 |
| Mega Loot                   | megaloot:evolution_chamber                                   |       1.00 |        5.00 |
| Mega Loot                   | megaloot:skin_table                                          |       1.00 |        5.00 |
| Midnight                    | midnight:archaic_glass                                       |       0.30 |        1.50 |
| Midnight                    | midnight:archaic_glass_pane                                  |       0.00 |        0.00 |
| Midnight                    | midnight:archaic_ore                                         |       3.00 |       15.00 |
| Midnight                    | midnight:bladeshroom                                         |       0.00 |        0.00 |
| Midnight                    | midnight:bloomcrystal                                        |       2.00 |       10.00 |
| Midnight                    | midnight:bloomcrystal_rock                                   |       4.00 |       20.00 |
| Midnight                    | midnight:bogshroom                                           |       0.00 |        0.00 |
| Midnight                    | midnight:bogshroom_hat                                       |       0.50 |        2.50 |
| Midnight                    | midnight:bogshroom_shelf                                     |       0.00 |        0.00 |
| Midnight                    | midnight:bogshroom_sporch                                    |       0.00 |        0.00 |
| Midnight                    | midnight:bogshroom_stem                                      |       2.00 |       10.00 |
| Midnight                    | midnight:bogweed                                             |       0.00 |        0.00 |
| Midnight                    | midnight:bulb_fungus                                         |       0.00 |        0.00 |
| Midnight                    | midnight:bulb_fungus_hat                                     |       0.20 |        1.00 |
| Midnight                    | midnight:bulb_fungus_stem                                    |       0.50 |       10.00 |
| Midnight                    | midnight:chiseled_nightstone_bricks                          |       1.50 |       30.00 |
| Midnight                    | midnight:crystal_flower                                      |       0.00 |        0.00 |
| Midnight                    | midnight:crystalotus                                         |       2.00 |       10.00 |
| Midnight                    | midnight:dark_pearl_block                                    |       3.00 |       15.00 |
| Midnight                    | midnight:dark_pearl_ore                                      |       3.00 |       15.00 |
| Midnight                    | midnight:dark_water                                          |       0.00 |        0.00 |
| Midnight                    | midnight:dark_willow_button                                  |       0.75 |        3.75 |
| Midnight                    | midnight:dark_willow_door                                    |       3.00 |       15.00 |
| Midnight                    | midnight:dark_willow_double_slab                             |       0.00 |        0.00 |
| Midnight                    | midnight:dark_willow_fence                                   |       0.00 |        0.00 |
| Midnight                    | midnight:dark_willow_fence_gate                              |       0.00 |        0.00 |
| Midnight                    | midnight:dark_willow_ladder                                  |       0.40 |        2.00 |
| Midnight                    | midnight:dark_willow_leaves                                  |       0.20 |        1.00 |
| Midnight                    | midnight:dark_willow_log                                     |       2.00 |       10.00 |
| Midnight                    | midnight:dark_willow_planks                                  |       2.00 |       15.00 |
| Midnight                    | midnight:dark_willow_pressure_plate                          |       0.75 |        3.75 |
| Midnight                    | midnight:dark_willow_sapling                                 |       0.00 |        0.00 |
| Midnight                    | midnight:dark_willow_slab                                    |       0.00 |        0.00 |
| Midnight                    | midnight:dark_willow_stairs                                  |       0.00 |        0.00 |
| Midnight                    | midnight:dark_willow_trapdoor                                |       3.00 |       15.00 |
| Midnight                    | midnight:dead_wood_button                                    |       0.75 |        3.75 |
| Midnight                    | midnight:dead_wood_door                                      |       3.00 |       15.00 |
| Midnight                    | midnight:dead_wood_double_slab                               |       0.00 |        0.00 |
| Midnight                    | midnight:dead_wood_fence                                     |       0.00 |        0.00 |
| Midnight                    | midnight:dead_wood_fence_gate                                |       0.00 |        0.00 |
| Midnight                    | midnight:dead_wood_ladder                                    |       0.40 |        2.00 |
| Midnight                    | midnight:dead_wood_log                                       |       2.00 |       10.00 |
| Midnight                    | midnight:dead_wood_planks                                    |       2.00 |       15.00 |
| Midnight                    | midnight:dead_wood_pressure_plate                            |       0.75 |        3.75 |
| Midnight                    | midnight:dead_wood_slab                                      |       0.00 |        0.00 |
| Midnight                    | midnight:dead_wood_stairs                                    |       0.00 |        0.00 |
| Midnight                    | midnight:dead_wood_trapdoor                                  |       3.00 |       15.00 |
| Midnight                    | midnight:deceitful_algae                                     |       0.00 |        0.00 |
| Midnight                    | midnight:deceitful_moss                                      |       0.20 |        1.00 |
| Midnight                    | midnight:deceitful_mud                                       |       0.50 |        2.50 |
| Midnight                    | midnight:deceitful_peat                                      |       0.50 |        2.50 |
| Midnight                    | midnight:dewshroom                                           |       0.00 |        0.00 |
| Midnight                    | midnight:dewshroom_button                                    |       0.75 |        3.75 |
| Midnight                    | midnight:dewshroom_door                                      |       3.00 |       15.00 |
| Midnight                    | midnight:dewshroom_double_slab                               |       0.00 |        0.00 |
| Midnight                    | midnight:dewshroom_fence                                     |       0.00 |        0.00 |
| Midnight                    | midnight:dewshroom_fence_gate                                |       0.00 |        0.00 |
| Midnight                    | midnight:dewshroom_hat                                       |       0.50 |        2.50 |
| Midnight                    | midnight:dewshroom_ladder                                    |       0.40 |        2.00 |
| Midnight                    | midnight:dewshroom_planks                                    |       2.00 |       15.00 |
| Midnight                    | midnight:dewshroom_pressure_plate                            |       0.75 |        3.75 |
| Midnight                    | midnight:dewshroom_shelf                                     |       0.00 |        0.00 |
| Midnight                    | midnight:dewshroom_slab                                      |       0.00 |        0.00 |
| Midnight                    | midnight:dewshroom_sporch                                    |       0.00 |        0.00 |
| Midnight                    | midnight:dewshroom_stairs                                    |       0.00 |        0.00 |
| Midnight                    | midnight:dewshroom_stem                                      |       2.00 |       10.00 |
| Midnight                    | midnight:dewshroom_trapdoor                                  |       3.00 |       15.00 |
| Midnight                    | midnight:double_bogshroom                                    |       0.00 |        0.00 |
| Midnight                    | midnight:double_dewshroom                                    |       0.00 |        0.00 |
| Midnight                    | midnight:double_lumen_bud                                    |       0.00 |        0.00 |
| Midnight                    | midnight:double_midnight_grass                               |       0.00 |        0.00 |
| Midnight                    | midnight:double_nightshroom                                  |       0.00 |        0.00 |
| Midnight                    | midnight:double_viridshroom                                  |       0.00 |        0.00 |
| Midnight                    | midnight:dragon_nest                                         |       0.00 |        0.00 |
| Midnight                    | midnight:ebonys_block                                        |       3.00 |       15.00 |
| Midnight                    | midnight:ebonys_ore                                          |       3.00 |       15.00 |
| Midnight                    | midnight:fingered_grass                                      |       0.00 |        0.00 |
| Midnight                    | midnight:ghost_plant                                         |       0.00 |        0.00 |
| Midnight                    | midnight:lumen_bud                                           |       0.00 |        0.00 |
| Midnight                    | midnight:miasma                                              |       0.00 |        0.00 |
| Midnight                    | midnight:miasma_surface                                      |       0.50 |        2.50 |
| Midnight                    | midnight:midnight_coarse_dirt                                |       0.50 |        2.50 |
| Midnight                    | midnight:midnight_dirt                                       |       0.50 |        2.50 |
| Midnight                    | midnight:midnight_furnace                                    |       3.50 |       17.50 |
| Midnight                    | midnight:midnight_furnace_lit                                |       3.50 |       17.50 |
| Midnight                    | midnight:midnight_grass                                      |       0.60 |        3.00 |
| Midnight                    | midnight:midnight_lever                                      |       1.00 |        5.00 |
| Midnight                    | midnight:midnight_mycelium                                   |       1.50 |       30.00 |
| Midnight                    | midnight:mushroom_inside                                     |       0.00 |        0.00 |
| Midnight                    | midnight:nagrilite_block                                     |       3.00 |       15.00 |
| Midnight                    | midnight:nagrilite_ore                                       |       3.00 |       15.00 |
| Midnight                    | midnight:nagrilite_pressure_plate                            |       2.00 |       10.00 |
| Midnight                    | midnight:nightshroom                                         |       0.00 |        0.00 |
| Midnight                    | midnight:nightshroom_button                                  |       0.75 |        3.75 |
| Midnight                    | midnight:nightshroom_door                                    |       3.00 |       15.00 |
| Midnight                    | midnight:nightshroom_double_slab                             |       0.00 |        0.00 |
| Midnight                    | midnight:nightshroom_fence                                   |       0.00 |        0.00 |
| Midnight                    | midnight:nightshroom_fence_gate                              |       0.00 |        0.00 |
| Midnight                    | midnight:nightshroom_hat                                     |       0.50 |        2.50 |
| Midnight                    | midnight:nightshroom_ladder                                  |       0.40 |        2.00 |
| Midnight                    | midnight:nightshroom_planks                                  |       2.00 |       15.00 |
| Midnight                    | midnight:nightshroom_pressure_plate                          |       0.75 |        3.75 |
| Midnight                    | midnight:nightshroom_shelf                                   |       0.00 |        0.00 |
| Midnight                    | midnight:nightshroom_slab                                    |       0.00 |        0.00 |
| Midnight                    | midnight:nightshroom_sporch                                  |       0.00 |        0.00 |
| Midnight                    | midnight:nightshroom_stairs                                  |       0.00 |        0.00 |
| Midnight                    | midnight:nightshroom_stem                                    |       2.00 |       10.00 |
| Midnight                    | midnight:nightshroom_trapdoor                                |       3.00 |       15.00 |
| Midnight                    | midnight:nightstone                                          |       1.50 |       30.00 |
| Midnight                    | midnight:nightstone_brick_double_slab                        |       0.00 |        0.00 |
| Midnight                    | midnight:nightstone_brick_slab                               |       0.00 |        0.00 |
| Midnight                    | midnight:nightstone_brick_stairs                             |       0.00 |        0.00 |
| Midnight                    | midnight:nightstone_brick_wall                               |       0.00 |        0.00 |
| Midnight                    | midnight:nightstone_bricks                                   |       1.50 |       30.00 |
| Midnight                    | midnight:nightstone_button                                   |       1.00 |        5.00 |
| Midnight                    | midnight:nightstone_double_slab                              |       0.00 |        0.00 |
| Midnight                    | midnight:nightstone_pressure_plate                           |       1.00 |        5.00 |
| Midnight                    | midnight:nightstone_slab                                     |       0.00 |        0.00 |
| Midnight                    | midnight:nightstone_stairs                                   |       0.00 |        0.00 |
| Midnight                    | midnight:nightstone_wall                                     |       0.00 |        0.00 |
| Midnight                    | midnight:rockshroom                                          |       1.50 |       30.00 |
| Midnight                    | midnight:rockshroom_bricks                                   |       1.50 |       30.00 |
| Midnight                    | midnight:rockshroom_bricks_button                            |       1.00 |        5.00 |
| Midnight                    | midnight:rockshroom_bricks_double_slab                       |       0.00 |        0.00 |
| Midnight                    | midnight:rockshroom_bricks_pressure_plate                    |       1.00 |        5.00 |
