+--------------------------------------------------------------------+--------------------------------------------------------------------+-------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------+
| ID                                                                 | Name                                                               | Description                                                                                                             | Parent                                            |
| minecraft:end/dragon_breath                                        | [You Need a Mint]                                                  | Collect dragon's breath in a glass bottle                                                                               | minecraft:end/kill_dragon                         |
| minecraft:end/dragon_egg                                           | [The Next Generation]                                              | Hold the Dragon Egg                                                                                                     | minecraft:end/kill_dragon                         |
| minecraft:end/elytra                                               | [Sky's the Limit]                                                  | Find an Elytra                                                                                                          | minecraft:end/find_end_city                       |
| minecraft:end/enter_end_gateway                                    | [Remote Getaway]                                                   | Escape the island                                                                                                       | minecraft:end/kill_dragon                         |
| minecraft:end/find_end_city                                        | [The City at the End of the Game]                                  | Go on in, what could happen?                                                                                            | minecraft:end/enter_end_gateway                   |
| minecraft:end/kill_dragon                                          | [Free the End]                                                     | Good luck                                                                                                               | minecraft:end/root                                |
| minecraft:end/levitate                                             | [Great View From Up Here]                                          | Levitate up 50 blocks from the attacks of a Shulker                                                                     | minecraft:end/find_end_city                       |
| minecraft:end/respawn_dragon                                       | [The End... Again...]                                              | Respawn the ender dragon                                                                                                | minecraft:end/kill_dragon                         |
| minecraft:end/root                                                 | [The End]                                                          | Or the beginning?                                                                                                       | -                                                 |
| minecraft:husbandry/balanced_diet                                  | [A Balanced Diet]                                                  | Eat everything that is edible, even if it's not good for you                                                            | minecraft:husbandry/plant_seed                    |
| minecraft:husbandry/break_diamond_hoe                              | [Serious Dedication]                                               | Completely use up a diamond hoe, and then reevaluate your life choices                                                  | minecraft:husbandry/plant_seed                    |
| minecraft:husbandry/bred_all_animals                               | [Two by Two]                                                       | Breed all the animals!                                                                                                  | minecraft:husbandry/breed_an_animal               |
| minecraft:husbandry/breed_an_animal                                | [The Parrots and the Bats]                                         | Breed two animals together                                                                                              | minecraft:husbandry/root                          |
| minecraft:husbandry/plant_seed                                     | [A Seedy Place]                                                    | Plant a seed and watch it grow                                                                                          | minecraft:husbandry/root                          |
| minecraft:husbandry/root                                           | [Husbandry]                                                        | The world is full of friends and food                                                                                   | -                                                 |
| minecraft:husbandry/tame_an_animal                                 | [Best Friends Forever]                                             | Tame an animal                                                                                                          | minecraft:husbandry/root                          |
| minecraft:nether/all_effects                                       | [How Did We Get Here?]                                             | Have every effect applied at the same time                                                                              | minecraft:nether/all_potions                      |
| minecraft:nether/all_potions                                       | [A Furious Cocktail]                                               | Have every potion effect applied at the same time                                                                       | minecraft:nether/brew_potion                      |
| minecraft:nether/brew_potion                                       | [Local Brewery]                                                    | Brew a potion                                                                                                           | minecraft:nether/obtain_blaze_rod                 |
| minecraft:nether/create_beacon                                     | [Bring Home the Beacon]                                            | Construct and place a Beacon                                                                                            | minecraft:nether/summon_wither                    |
| minecraft:nether/create_full_beacon                                | [Beaconator]                                                       | Bring a beacon to full power                                                                                            | minecraft:nether/create_beacon                    |
| minecraft:nether/fast_travel                                       | [Subspace Bubble]                                                  | Use the Nether to travel 7km in the Overworld                                                                           | minecraft:nether/root                             |
| minecraft:nether/find_fortress                                     | [A Terrible Fortress]                                              | Break your way into a Nether Fortress                                                                                   | minecraft:nether/root                             |
| minecraft:nether/get_wither_skull                                  | [Spooky Scary Skeleton]                                            | Obtain a wither skeleton's skull                                                                                        | minecraft:nether/find_fortress                    |
| minecraft:nether/obtain_blaze_rod                                  | [Into Fire]                                                        | Relieve a Blaze of its rod                                                                                              | minecraft:nether/find_fortress                    |
| minecraft:nether/return_to_sender                                  | [Return to Sender]                                                 | Destroy a Ghast with a fireball                                                                                         | minecraft:nether/root                             |
| minecraft:nether/root                                              | [Nether]                                                           | Bring summer clothes                                                                                                    | -                                                 |
| minecraft:nether/summon_wither                                     | [Withering Heights]                                                | Summon the Wither                                                                                                       | minecraft:nether/get_wither_skull                 |
| minecraft:nether/uneasy_alliance                                   | [Uneasy Alliance]                                                  | Rescue a Ghast from the Nether, bring it safely home to the Overworld... and then kill it.                              | minecraft:nether/return_to_sender                 |
| minecraft:recipes/brewing/blaze_powder                             | minecraft:recipes/brewing/blaze_powder                             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/brewing/brewing_stand                            | minecraft:recipes/brewing/brewing_stand                            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/brewing/cauldron                                 | minecraft:recipes/brewing/cauldron                                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/brewing/fermented_spider_eye                     | minecraft:recipes/brewing/fermented_spider_eye                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/brewing/glass_bottle                             | minecraft:recipes/brewing/glass_bottle                             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/brewing/golden_carrot                            | minecraft:recipes/brewing/golden_carrot                            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/brewing/magma_cream                              | minecraft:recipes/brewing/magma_cream                              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/brewing/speckled_melon                           | minecraft:recipes/brewing/speckled_melon                           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/acacia_planks                    | minecraft:recipes/building_blocks/acacia_planks                    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/acacia_stairs                    | minecraft:recipes/building_blocks/acacia_stairs                    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/acacia_wooden_slab               | minecraft:recipes/building_blocks/acacia_wooden_slab               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/andesite                         | minecraft:recipes/building_blocks/andesite                         | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/birch_planks                     | minecraft:recipes/building_blocks/birch_planks                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/birch_stairs                     | minecraft:recipes/building_blocks/birch_stairs                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/birch_wooden_slab                | minecraft:recipes/building_blocks/birch_wooden_slab                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/black_concrete_powder            | minecraft:recipes/building_blocks/black_concrete_powder            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/black_stained_glass              | minecraft:recipes/building_blocks/black_stained_glass              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/black_stained_hardened_clay      | minecraft:recipes/building_blocks/black_stained_hardened_clay      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/black_wool                       | minecraft:recipes/building_blocks/black_wool                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/blue_concrete_powder             | minecraft:recipes/building_blocks/blue_concrete_powder             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/blue_stained_glass               | minecraft:recipes/building_blocks/blue_stained_glass               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/blue_stained_hardened_clay       | minecraft:recipes/building_blocks/blue_stained_hardened_clay       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/blue_wool                        | minecraft:recipes/building_blocks/blue_wool                        | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/bone_block                       | minecraft:recipes/building_blocks/bone_block                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/bookshelf                        | minecraft:recipes/building_blocks/bookshelf                        | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/brick_block                      | minecraft:recipes/building_blocks/brick_block                      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/brick_slab                       | minecraft:recipes/building_blocks/brick_slab                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/brick_stairs                     | minecraft:recipes/building_blocks/brick_stairs                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/brown_concrete_powder            | minecraft:recipes/building_blocks/brown_concrete_powder            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/brown_stained_glass              | minecraft:recipes/building_blocks/brown_stained_glass              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/brown_stained_hardened_clay      | minecraft:recipes/building_blocks/brown_stained_hardened_clay      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/brown_wool                       | minecraft:recipes/building_blocks/brown_wool                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/chiseled_quartz_block            | minecraft:recipes/building_blocks/chiseled_quartz_block            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/chiseled_red_sandstone           | minecraft:recipes/building_blocks/chiseled_red_sandstone           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/chiseled_sandstone               | minecraft:recipes/building_blocks/chiseled_sandstone               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/chiseled_stonebrick              | minecraft:recipes/building_blocks/chiseled_stonebrick              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/clay                             | minecraft:recipes/building_blocks/clay                             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/coal_block                       | minecraft:recipes/building_blocks/coal_block                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/coarse_dirt                      | minecraft:recipes/building_blocks/coarse_dirt                      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/cobblestone_slab                 | minecraft:recipes/building_blocks/cobblestone_slab                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/cyan_concrete_powder             | minecraft:recipes/building_blocks/cyan_concrete_powder             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/cyan_stained_glass               | minecraft:recipes/building_blocks/cyan_stained_glass               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/cyan_stained_hardened_clay       | minecraft:recipes/building_blocks/cyan_stained_hardened_clay       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/cyan_wool                        | minecraft:recipes/building_blocks/cyan_wool                        | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/dark_oak_planks                  | minecraft:recipes/building_blocks/dark_oak_planks                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/dark_oak_stairs                  | minecraft:recipes/building_blocks/dark_oak_stairs                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/dark_oak_wooden_slab             | minecraft:recipes/building_blocks/dark_oak_wooden_slab             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/dark_prismarine                  | minecraft:recipes/building_blocks/dark_prismarine                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/diamond_block                    | minecraft:recipes/building_blocks/diamond_block                    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/diorite                          | minecraft:recipes/building_blocks/diorite                          | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/emerald_block                    | minecraft:recipes/building_blocks/emerald_block                    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/end_bricks                       | minecraft:recipes/building_blocks/end_bricks                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/glowstone                        | minecraft:recipes/building_blocks/glowstone                        | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/gold_block                       | minecraft:recipes/building_blocks/gold_block                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/granite                          | minecraft:recipes/building_blocks/granite                          | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/gray_concrete_powder             | minecraft:recipes/building_blocks/gray_concrete_powder             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/gray_stained_glass               | minecraft:recipes/building_blocks/gray_stained_glass               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/gray_stained_hardened_clay       | minecraft:recipes/building_blocks/gray_stained_hardened_clay       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/gray_wool                        | minecraft:recipes/building_blocks/gray_wool                        | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/green_concrete_powder            | minecraft:recipes/building_blocks/green_concrete_powder            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/green_stained_glass              | minecraft:recipes/building_blocks/green_stained_glass              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/green_stained_hardened_clay      | minecraft:recipes/building_blocks/green_stained_hardened_clay      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/green_wool                       | minecraft:recipes/building_blocks/green_wool                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/hay_block                        | minecraft:recipes/building_blocks/hay_block                        | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/iron_block                       | minecraft:recipes/building_blocks/iron_block                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/jungle_planks                    | minecraft:recipes/building_blocks/jungle_planks                    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/jungle_stairs                    | minecraft:recipes/building_blocks/jungle_stairs                    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/jungle_wooden_slab               | minecraft:recipes/building_blocks/jungle_wooden_slab               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/lapis_block                      | minecraft:recipes/building_blocks/lapis_block                      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/light_blue_concrete_powder       | minecraft:recipes/building_blocks/light_blue_concrete_powder       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/light_blue_stained_glass         | minecraft:recipes/building_blocks/light_blue_stained_glass         | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/light_blue_stained_hardened_clay | minecraft:recipes/building_blocks/light_blue_stained_hardened_clay | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/light_blue_wool                  | minecraft:recipes/building_blocks/light_blue_wool                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/light_gray_concrete_powder       | minecraft:recipes/building_blocks/light_gray_concrete_powder       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/light_gray_stained_glass         | minecraft:recipes/building_blocks/light_gray_stained_glass         | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/light_gray_stained_hardened_clay | minecraft:recipes/building_blocks/light_gray_stained_hardened_clay | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/light_gray_wool                  | minecraft:recipes/building_blocks/light_gray_wool                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/lime_concrete_powder             | minecraft:recipes/building_blocks/lime_concrete_powder             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/lime_stained_glass               | minecraft:recipes/building_blocks/lime_stained_glass               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/lime_stained_hardened_clay       | minecraft:recipes/building_blocks/lime_stained_hardened_clay       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/lime_wool                        | minecraft:recipes/building_blocks/lime_wool                        | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/lit_pumpkin                      | minecraft:recipes/building_blocks/lit_pumpkin                      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/magenta_concrete_powder          | minecraft:recipes/building_blocks/magenta_concrete_powder          | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/magenta_stained_glass            | minecraft:recipes/building_blocks/magenta_stained_glass            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/magenta_stained_hardened_clay    | minecraft:recipes/building_blocks/magenta_stained_hardened_clay    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/magenta_wool                     | minecraft:recipes/building_blocks/magenta_wool                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/magma                            | minecraft:recipes/building_blocks/magma                            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/melon_block                      | minecraft:recipes/building_blocks/melon_block                      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/mossy_cobblestone                | minecraft:recipes/building_blocks/mossy_cobblestone                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/mossy_stonebrick                 | minecraft:recipes/building_blocks/mossy_stonebrick                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/nether_brick                     | minecraft:recipes/building_blocks/nether_brick                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/nether_brick_slab                | minecraft:recipes/building_blocks/nether_brick_slab                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/nether_brick_stairs              | minecraft:recipes/building_blocks/nether_brick_stairs              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/nether_wart_block                | minecraft:recipes/building_blocks/nether_wart_block                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/oak_planks                       | minecraft:recipes/building_blocks/oak_planks                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/oak_stairs                       | minecraft:recipes/building_blocks/oak_stairs                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/oak_wooden_slab                  | minecraft:recipes/building_blocks/oak_wooden_slab                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/orange_concrete_powder           | minecraft:recipes/building_blocks/orange_concrete_powder           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/orange_stained_glass             | minecraft:recipes/building_blocks/orange_stained_glass             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/orange_stained_hardened_clay     | minecraft:recipes/building_blocks/orange_stained_hardened_clay     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/orange_wool                      | minecraft:recipes/building_blocks/orange_wool                      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/pillar_quartz_block              | minecraft:recipes/building_blocks/pillar_quartz_block              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/pink_concrete_powder             | minecraft:recipes/building_blocks/pink_concrete_powder             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/pink_stained_glass               | minecraft:recipes/building_blocks/pink_stained_glass               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/pink_stained_hardened_clay       | minecraft:recipes/building_blocks/pink_stained_hardened_clay       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/pink_wool                        | minecraft:recipes/building_blocks/pink_wool                        | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/polished_andesite                | minecraft:recipes/building_blocks/polished_andesite                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/polished_diorite                 | minecraft:recipes/building_blocks/polished_diorite                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/polished_granite                 | minecraft:recipes/building_blocks/polished_granite                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/prismarine                       | minecraft:recipes/building_blocks/prismarine                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/prismarine_bricks                | minecraft:recipes/building_blocks/prismarine_bricks                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/purple_concrete_powder           | minecraft:recipes/building_blocks/purple_concrete_powder           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/purple_stained_glass             | minecraft:recipes/building_blocks/purple_stained_glass             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/purple_stained_hardened_clay     | minecraft:recipes/building_blocks/purple_stained_hardened_clay     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/building_blocks/purple_wool                      | minecraft:recipes/building_blocks/purple_wool                      | <null>                                                                                                                  | minecraft:recipes/root                            |
